-110	23														
-120	Animal	Exp	Trial	Date	Time	Phase	Fre No. Phase	Fre No. Part	Time from [s]	Time to [s]	Dur. [s]	Part No. Start	Part No. End	Name Start	Name End
-900	10005	1	1	06.06.2018	13:42	4	38	38	127,92	136,76	8,84	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	13:42	4	39	39	136,81	140,30	3,49	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	13:42	4	40	40	140,53	144,18	3,65	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	13:42	4	41	41	144,40	146,02	1,62	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	13:42	4	42	42	146,02	172,85	26,83	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	13:42	4	43	43	172,87	175,82	2,95	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	13:42	4	44	44	176,41	179,99	3,58	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	1	1	0,27	1,87	1,60	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	2	2	2,24	2,80	0,56	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	3	3	2,83	4,12	1,29	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	4	4	4,16	4,89	0,73	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	5	5	5,82	8,27	2,45	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	6	6	8,29	14,73	6,44	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	7	7	15,48	16,22	0,74	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	8	8	17,33	18,31	0,98	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	9	9	19,29	20,42	1,13	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	10	10	20,53	26,25	5,72	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	11	11	26,31	27,02	0,71	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	12	12	27,56	38,18	10,62	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	13	13	38,18	39,04	0,86	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	14	14	39,04	39,58	0,54	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	15	15	39,58	40,58	1,00	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	16	16	40,58	41,60	1,02	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	17	17	41,83	42,76	0,93	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	18	18	42,76	44,89	2,13	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	19	19	45,36	47,67	2,31	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	20	20	48,02	50,56	2,54	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	21	21	50,94	52,50	1,56	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	22	22	52,58	72,96	20,38	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	23	23	74,05	74,98	0,93	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	24	24	74,98	75,51	0,53	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	25	25	75,66	77,36	1,70	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	26	26	77,73	78,46	0,73	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	27	27	78,80	81,06	2,26	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	28	28	81,11	81,65	0,54	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	29	29	81,74	84,13	2,39	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	30	30	84,94	86,48	1,54	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	31	31	86,50	87,25	0,75	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	32	32	87,34	91,84	4,50	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	33	33	92,24	103,23	10,99	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	34	34	104,20	104,93	0,73	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	35	35	106,18	107,17	0,99	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	36	36	107,26	107,94	0,68	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	37	37	108,83	110,71	1,88	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	38	38	110,71	112,01	1,30	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	39	39	112,39	113,55	1,16	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	40	40	114,05	118,99	4,94	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	41	41	119,11	119,90	0,79	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	42	42	120,88	121,51	0,63	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	43	43	121,53	122,85	1,32	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	44	44	122,87	124,44	1,57	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	45	45	125,01	125,96	0,95	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	46	46	126,73	128,52	1,79	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	47	47	129,15	130,00	0,85	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	48	48	131,02	132,94	1,92	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	49	49	134,94	136,62	1,68	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	50	50	136,82	139,30	2,48	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	51	51	139,30	148,19	8,89	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	52	52	148,19	149,39	1,20	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	53	53	149,64	154,39	4,75	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	54	54	154,45	159,06	4,61	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	55	55	159,74	160,38	0,64	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	56	56	160,60	162,28	1,68	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	57	57	162,28	163,05	0,77	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	58	58	163,44	165,44	2,00	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	59	59	165,44	166,00	0,56	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	60	60	166,36	169,43	3,07	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	61	61	169,43	171,56	2,13	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	62	62	175,17	176,23	1,06	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	14:57	5	63	63	178,37	179,09	0,72	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	1	1	0,00	12,21	12,21	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	2	2	12,25	13,41	1,16	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	3	3	13,50	15,41	1,91	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	4	4	15,41	16,16	0,75	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	5	5	16,18	16,82	0,64	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	6	6	17,74	29,07	11,33	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	7	7	29,07	30,32	1,25	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	8	8	30,32	31,58	1,26	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	9	9	31,58	32,40	0,82	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	10	10	33,85	34,53	0,68	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	11	11	36,65	37,28	0,63	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	12	12	43,14	44,79	1,65	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	13	13	50,71	51,49	0,78	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	14	14	52,24	53,21	0,97	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	15	15	56,39	57,39	1,00	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	16	16	58,95	59,97	1,02	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	17	17	63,85	64,46	0,61	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	18	18	75,20	75,77	0,57	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	19	19	83,26	83,78	0,52	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	20	20	85,82	86,34	0,52	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	21	21	86,55	87,09	0,54	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	22	22	88,32	88,95	0,63	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	23	23	91,49	93,44	1,95	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	24	24	93,45	93,99	0,54	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	25	25	94,13	94,71	0,58	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	26	26	94,97	95,81	0,84	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	27	27	96,87	98,14	1,27	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	28	28	98,41	99,71	1,30	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	29	29	101,66	102,21	0,55	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	30	30	102,23	102,89	0,66	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	31	31	103,77	104,61	0,84	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	32	32	104,72	105,24	0,52	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	33	33	108,26	110,31	2,05	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	34	34	111,01	113,32	2,31	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	35	35	114,25	115,30	1,05	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	36	36	115,32	116,48	1,16	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	37	37	119,63	120,16	0,53	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	38	38	120,63	121,18	0,55	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	39	39	122,15	122,79	0,64	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	40	40	123,40	123,95	0,55	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	41	41	124,04	127,26	3,22	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	42	42	128,10	129,14	1,04	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	43	43	129,14	131,01	1,87	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	44	44	131,03	131,96	0,93	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	45	45	134,12	136,07	1,95	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	46	46	136,34	137,57	1,23	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	47	47	137,59	138,50	0,91	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	48	48	138,52	140,63	2,11	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	49	49	140,70	144,60	3,90	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	50	50	144,60	146,51	1,91	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	51	51	148,52	149,43	0,91	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	52	52	149,44	150,30	0,86	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	53	53	150,73	152,11	1,38	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	54	54	152,13	152,77	0,64	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	55	55	153,65	154,77	1,12	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	56	56	154,81	155,49	0,68	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	57	57	156,85	157,44	0,59	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	58	58	157,88	158,42	0,54	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	59	59	160,19	161,21	1,02	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	60	60	161,44	162,37	0,93	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	61	61	162,37	163,35	0,98	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	62	62	165,68	170,54	4,86	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	63	63	170,54	178,41	7,87	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:00	6	64	64	178,85	180,00	1,15	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	1	1	0,00	1,17	1,17	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	2	2	1,88	4,32	2,44	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	3	3	4,53	5,21	0,68	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	4	4	5,21	5,80	0,59	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	5	5	7,41	9,63	2,22	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	6	6	11,91	12,56	0,65	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	7	7	14,27	15,58	1,31	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	8	8	16,92	18,64	1,72	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	9	9	20,16	20,98	0,82	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	10	10	20,98	22,16	1,18	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	11	11	23,55	24,43	0,88	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	12	12	24,45	26,18	1,73	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	13	13	26,50	28,09	1,59	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	14	14	30,43	32,56	2,13	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	15	15	32,94	33,96	1,02	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	16	16	34,85	36,06	1,21	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	17	17	36,06	36,73	0,67	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	18	18	37,57	38,66	1,09	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	19	19	43,84	44,38	0,54	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	20	20	44,86	45,73	0,87	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	21	21	45,90	47,43	1,53	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	22	22	47,45	48,06	0,61	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	23	23	48,06	48,84	0,78	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	24	24	49,47	50,13	0,66	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	25	25	52,01	52,58	0,57	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	26	26	52,60	58,23	5,63	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	27	27	58,35	58,87	0,52	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	28	28	59,43	60,46	1,03	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	29	29	62,34	63,04	0,70	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	30	30	64,02	64,54	0,52	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	31	31	64,73	65,56	0,83	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	32	32	65,95	67,15	1,20	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	33	33	67,15	68,15	1,00	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	34	34	69,38	70,62	1,24	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	35	35	70,62	71,17	0,55	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	36	36	71,90	72,62	0,72	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	37	37	73,01	73,85	0,84	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	38	38	73,87	74,67	0,80	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	39	39	75,05	77,37	2,32	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	40	40	78,62	79,23	0,61	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	41	41	79,25	80,00	0,75	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	42	42	80,04	82,50	2,46	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	43	43	82,54	84,45	1,91	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	44	44	85,43	85,97	0,54	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	45	45	86,11	88,40	2,29	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	46	46	89,15	91,08	1,93	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	47	47	91,08	92,60	1,52	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	48	48	93,03	94,62	1,59	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	49	49	95,75	97,44	1,69	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	50	50	97,69	100,02	2,33	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	51	51	100,66	101,50	0,84	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	52	52	102,11	102,95	0,84	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	53	53	102,95	103,70	0,75	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	54	54	103,70	104,43	0,73	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	55	55	104,47	108,86	4,39	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	56	56	108,86	109,69	0,83	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	57	57	109,69	110,26	0,57	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	58	58	110,26	110,79	0,53	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	59	59	111,21	111,80	0,59	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	60	60	111,80	113,82	2,02	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	61	61	115,87	117,37	1,50	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	62	62	117,39	119,75	2,36	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	63	63	120,96	122,75	1,79	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	64	64	122,80	123,68	0,88	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	65	65	123,84	124,36	0,52	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	66	66	124,52	126,90	2,38	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	67	67	126,92	128,26	1,34	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	68	68	128,74	131,33	2,59	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	69	69	131,78	133,08	1,30	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	70	70	134,39	134,90	0,51	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	71	71	134,90	136,30	1,40	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	72	72	136,73	139,93	3,20	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	73	73	141,25	141,82	0,57	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	74	74	142,04	142,77	0,73	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	75	75	142,79	146,72	3,93	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	76	76	146,72	147,29	0,57	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	77	77	147,29	148,33	1,04	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	78	78	149,51	150,72	1,21	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	79	79	150,76	151,69	0,93	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	80	80	151,70	154,35	2,65	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	81	81	156,07	157,37	1,30	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	82	82	157,41	159,50	2,09	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	83	83	159,51	160,37	0,86	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	84	84	161,91	163,59	1,68	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	85	85	163,70	166,84	3,14	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	86	86	167,84	168,81	0,97	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	87	87	169,81	171,11	1,30	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	88	88	171,70	173,72	2,02	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	89	89	173,72	178,21	4,49	1	1	Habituation	Habituation
-900	10005	1	1	06.06.2018	15:04	7	90	90	178,73	180,00	1,27	1	1	Habituation	Habituation
-900	10005	1	1	06.07.2018	12:45	8	1	1	0,00	57,27	57,27	1	1	Habituation	Habituation
-900	10005	1	1	06.07.2018	12:45	8	2	2	57,27	60,82	3,55	1	1	Habituation	Habituation
-900	10005	1	1	06.07.2018	12:45	8	3	3	60,82	85,51	24,69	1	1	Habituation	Habituation
-900	10005	1	1	06.07.2018	12:45	8	4	4	85,74	86,57	0,83	1	1	Habituation	Habituation
-900	10005	1	1	06.07.2018	12:45	8	5	5	87,12	93,73	6,61	1	1	Habituation	Habituation
-900	10005	1	1	06.07.2018	12:45	8	6	6	94,12	96,50	2,38	1	1	Habituation	Habituation
-900	10005	1	1	06.07.2018	12:45	8	7	7	96,88	101,14	4,26	1	1	Habituation	Habituation
-900	10005	1	1	06.07.2018	12:45	8	8	8	101,18	120,89	19,71	1	1	Habituation	Habituation
-900	10005	1	1	06.07.2018	12:45	8	9	9	120,99	124,16	3,17	1	1	Habituation	Habituation
-900	10005	1	1	06.07.2018	12:45	8	10	10	124,46	125,63	1,17	1	1	Habituation	Habituation
-900	10005	1	1	06.07.2018	12:45	8	11	11	125,81	141,63	15,82	1	1	Habituation	Habituation
-900	10005	1	1	06.07.2018	12:45	8	12	12	141,65	142,91	1,26	1	1	Habituation	Habituation
-900	10005	1	1	06.07.2018	12:45	8	13	13	142,91	143,53	0,62	1	1	Habituation	Habituation
-900	10005	1	1	06.07.2018	12:45	8	14	14	143,90	144,56	0,66	1	1	Habituation	Habituation
-900	10005	1	1	06.07.2018	12:45	8	15	15	144,56	145,11	0,55	1	1	Habituation	Habituation
-900	10005	1	1	06.07.2018	12:45	8	16	16	145,29	146,68	1,39	1	1	Habituation	Habituation
-900	10005	1	1	06.07.2018	12:45	8	17	17	146,68	148,14	1,46	1	1	Habituation	Habituation
-900	10005	1	1	06.07.2018	12:45	8	18	18	148,14	148,86	0,72	1	1	Habituation	Habituation
-900	10005	1	1	06.07.2018	12:45	8	19	19	148,86	150,84	1,98	1	1	Habituation	Habituation
-900	10005	1	1	06.07.2018	12:45	8	20	20	151,08	156,15	5,07	1	1	Habituation	Habituation
-900	10005	1	1	06.07.2018	12:45	8	21	21	156,54	159,35	2,81	1	1	Habituation	Habituation
-900	10005	1	1	06.07.2018	12:45	8	22	22	159,35	180,00	20,65	1	1	Habituation	Habituation
-900	10005	1	1	06.07.2018	12:49	9	1	1	0,00	1,66	1,66	1	1	Habituation	Habituation
-900	10005	1	1	06.07.2018	12:49	9	2	2	1,69	8,35	6,66	1	1	Habituation	Habituation
-900	10005	1	1	06.07.2018	12:49	9	3	3	8,39	37,12	28,73	1	1	Habituation	Habituation
-900	10005	1	1	06.07.2018	12:49	9	4	4	37,12	37,99	0,87	1	1	Habituation	Habituation
-900	10005	1	1	06.07.2018	12:49	9	5	5	39,43	39,96	0,53	1	1	Habituation	Habituation
-900	10005	1	1	06.07.2018	12:49	9	6	6	40,05	42,02	1,97	1	1	Habituation	Habituation
-900	10005	1	1	06.07.2018	12:49	9	7	7	42,71	43,37	0,66	1	1	Habituation	Habituation
-900	10005	1	1	06.07.2018	12:49	9	8	8	44,42	50,29	5,87	1	1	Habituation	Habituation
-900	10005	1	1	06.07.2018	12:49	9	9	9	53,15	53,72	0,57	1	1	Habituation	Habituation
-900	10005	1	1	06.07.2018	12:49	9	10	10	54,64	55,40	0,76	1	1	Habituation	Habituation
-900	10005	1	1	06.07.2018	12:49	9	11	11	55,40	56,12	0,72	1	1	Habituation	Habituation
-900	10005	1	1	06.07.2018	12:49	9	12	12	59,10	59,75	0,65	1	1	Habituation	Habituation
-900	10005	1	1	06.07.2018	12:49	9	13	13	60,07	61,23	1,16	1	1	Habituation	Habituation
-900	10005	1	1	06.07.2018	12:49	9	14	14	62,22	63,29	1,07	1	1	Habituation	Habituation
-900	10005	1	1	06.07.2018	12:49	9	15	15	63,32	64,24	0,92	1	1	Habituation	Habituation
-900	10005	1	1	06.07.2018	12:49	9	16	16	64,24	64,90	0,66	1	1	Habituation	Habituation
