-110	23														
-120	Animal	Exp	Trial	Date	Time	Phase	Fre No. Phase	Fre No. Part	Time from [s]	Time to [s]	Dur. [s]	Part No. Start	Part No. End	Name Start	Name End
-900	10006	1	1	06.07.2018	14:20	1	3	3	39,01	39,60	0,59	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:20	1	4	4	39,62	40,65	1,03	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:20	1	5	5	40,99	44,47	3,48	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:20	1	6	6	44,47	45,93	1,46	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:20	1	7	7	46,34	48,38	2,04	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:20	1	8	8	48,38	57,92	9,54	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:20	1	9	9	58,13	64,01	5,88	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:20	1	10	10	64,33	65,31	0,98	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:20	1	11	11	65,31	66,38	1,07	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:20	1	12	12	66,70	67,27	0,57	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:20	1	13	13	67,43	68,37	0,94	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:20	1	14	14	69,12	72,01	2,89	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:20	1	15	15	72,44	74,47	2,03	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:20	1	16	16	74,52	76,85	2,33	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:20	1	17	17	76,85	77,88	1,03	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:20	1	18	18	78,54	90,03	11,49	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:20	1	19	19	90,03	91,68	1,65	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:20	1	20	20	91,68	92,46	0,78	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:20	1	21	21	92,46	93,33	0,87	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:20	1	22	22	93,33	104,34	11,01	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:20	1	23	23	104,38	139,69	35,31	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:20	1	24	24	139,89	141,52	1,63	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:20	1	25	25	141,77	146,07	4,30	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:20	1	26	26	146,34	180,00	33,66	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	1	1	0,00	2,88	2,88	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	2	2	2,88	4,29	1,41	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	3	3	4,29	28,45	24,16	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	4	4	28,45	29,16	0,71	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	5	5	29,16	34,02	4,86	1	1	Habituation	Habituation
-900	10006	1	1	06.07.2018	14:23	2	6	6	34,25	35,64	1,39	1	1	Habituation	Habituation
