"seconds","M_10005","M_10006","average","SE"
1.5,-1.44972868785922,1.29580573655978,-0.0769614756497207,1.3727672122095
1.51,-1.45518845080099,1.20267246180886,-0.126257994496067,1.32893045630493
1.52,-1.45786102557152,1.10794372609427,-0.174958649738625,1.28290237583289
1.53,-1.45776841723808,1.01203709558379,-0.222865660827147,1.23490275641093
1.54,-1.45495293566929,0.915339915325124,-0.269806510172085,1.18514642549721
1.55,-1.44947841219834,0.818205919662,-0.315636246268169,1.13384216593017
1.56,-1.44143109819226,0.720952436004502,-0.360239331093881,1.08119176709838
1.57,-1.43092021286705,0.623858223916566,-0.403530994475242,1.02738921839181
1.58,-1.4180781143592,0.527161978573346,-0.445458067892928,0.972620046466273
1.59,-1.40306007525382,0.431061515837989,-0.485999279707917,0.917060795545906
1.6,-1.38604365402874,0.335713646462113,-0.525165003783314,0.860878650245426
1.61,-1.36722766355396,0.241234738928976,-0.56299646231249,0.804231201241465
1.62,-1.34683074134106,0.147701955010626,-0.599564393165218,0.747266348175844
1.63,-1.32508953281274,0.0551551294117776,-0.634967201700479,0.690122331112256
1.64,-1.3022565089073,-0.0364007438063188,-0.66932862635681,0.632927882550492
1.65,-1.27859744688055,-0.126992466858524,-0.702794956869539,0.575802490011014
1.66,-1.2543886079742,-0.216675093847752,-0.735531850910975,0.518856757063223
1.67,-1.22991365091665,-0.305527952525625,-0.767720801721137,0.462192849195512
1.68,-1.20546032725129,-0.393650307788196,-0.799555317519743,0.405905009731547
1.69,-1.18131701003275,-0.481156749802105,-0.831236879917428,0.350080130115323
1.7,-1.1577691087661,-0.568172394295712,-0.862970751530904,0.294798357235192
1.71,-1.13509542636766,-0.654827985597019,-0.894961705982341,0.240133720385322
1.72,-1.11356451794262,-0.741254993911495,-0.927409755927057,0.186154762015561
1.73,-1.09343111230482,-0.827580799131286,-0.960505955718055,0.132925156586769
1.74,-1.07493265480743,-0.91392405002853,-0.994428352417981,0.0805043023894508
1.75,-1.0582860259281,-1.00039027801479,-1.02933815197144,0.0289478739566559
1.76,-1.04368448977155,-1.08706784343026,-1.0653761666009,0.021691676829351
1.77,-1.03129492552364,-1.17402429370253,-1.10265960961308,0.0713646840894421
1.78,-1.02125539127836,-1.26130320261162,-1.14127929694499,0.120023905666632
1.79,-1.01367306222376,-1.34892154557014,-1.18129730389695,0.167624241673187
1.8,-1.00862257844975,-1.43686765357674,-1.22274511601324,0.214122537563495
1.81,-1.00614483072301,-1.52509977537822,-1.26562230305061,0.259477472327605
1.82,-1.00624620658236,-1.61354526783069,-1.30989573720652,0.303649530624165
1.83,-1.00889831400674,-1.70210042269893,-1.35549936835283,0.346601054346096
1.84,-1.01403818989104,-1.79063092655969,-1.40233455822536,0.388296368334324
1.85,-1.02156899220111,-1.87897293888757,-1.45027096554434,0.428701973343232
1.86,-1.03136116800098,-1.96693476104325,-1.49914796452212,0.467786796521131
1.87,-1.0432540828151,-2.05429905922262,-1.54877657101886,0.505522488203761
1.88,-1.05705809009638,-2.14082559587974,-1.59894184298806,0.541883752891679
1.89,-1.07255700935395,-2.22625441435488,-1.64940571185441,0.576848702500462
1.9,-1.08951097673457,-2.31030940862019,-1.69991019267738,0.610399215942813
1.91,-1.10765962798455,-2.39270220124587,-1.75018091461521,0.64252128663066
1.92,-1.12672556725291,-2.47313624639884,-1.79993090682588,0.673205339572964
1.93,-1.14641806992128,-2.5513110731569,-1.84886457153909,0.702446501617808
1.94,-1.16643696175442,-2.62692658667734,-1.89668177421588,0.730244812461459
1.95,-1.18647661694057,-2.69968734572518,-1.94308198133288,0.756605364392301
1.96,-1.2062300172212,-2.76930673507162,-1.98776837614641,0.781538358925206
1.97,-1.22539281364524,-2.83551095074724,-2.03045188219624,0.805059068551002
1.98,-1.24366733346228,-2.89804272140096,-2.07085502743162,0.827187693969339
1.99,-1.26076647304281,-2.95666469825621,-2.10871558564951,0.847949112606701
2,-1.27641741956732,-3.01116245271862,-2.14378993614297,0.86737251657565
