time_ext	dF_405	dF_465
6	0.540291571553315	-4.054831320208217
6.01	0.5392232391141474	-4.054393654748795
6.02	0.5403064300329493	-4.054882831035072
6.03	0.5435294602395344	-4.056276275204449
6.04	0.5488576698719386	-4.05850771911073
6.05	0.5562338530614928	-4.061468307176063
6.06	0.5655789653112425	-4.065008416653004
6.07	0.576793102457561	-4.068940160017203
6.08	0.5897567408376237	-4.073040530781809
6.09	0.6043322222583714	-4.077055152665985
6.1	0.6203654599269278	-4.080702577548475
6.11	0.637687837721427	-4.083679058150814
6.12	0.6561182793530629	-4.085663711410042
6.13	0.675465465699844	-4.086323997124151
6.14	0.695530171729571	-4.085321440300036
6.15	0.7161076882249748	-4.082317514710591
6.16	0.736990293601467	-4.07697959493816
6.17	0.7579697476862951	-4.06898688222608
6.18	0.7788397787237021	-4.058036217641916
6.19	0.7993985333196727	-4.043847703383892
6.2	0.8194509529704659	-4.026170054212154
6.21	0.8388110402327037	-4.004785598923417
6.22	0.8573039887948142	-3.979514855121228
6.23	0.8747681575020104	-3.950220614474993
6.24	0.8910568699114824	-3.916811486371071
6.25	0.9060400162021209	-3.879244851534988
6.26	0.9196054326452276	-3.837529190323248
6.27	0.9316600420469483	-3.79172575714635
6.28	0.9421307460312847	-3.741949575855974
6.29	0.9509650657990056	-3.688369744804992
6.3	0.9581315264323481	-3.6312090534187
6.31	0.9636197755119361	-3.570742925006351
6.32	0.9674404360523711	-3.507297709253069
6.33	0.9696247031512409	-3.441248350803099
6.34	0.9702236974538069	-3.373015471731538
6.35	0.9693075888306626	-3.303061915496641
6.36	0.9669645010164593	-3.231888796120554
6.37	0.9632992100058189	-3.160031104572846
6.38	0.9584316591921253	-3.088052936540844
6.39	0.9524953141800564	-3.016542413285302
6.4	0.9456353782026538	-2.946106364291024
6.41	0.9380068904912319	-2.877364828540509
6.42	0.9297727293427681	-2.810945434487541
6.43	0.9211015491474068	-2.747477725201625
6.44	0.9121656830867773	-2.687587502998461
6.45	0.9031390396967093	-2.631891257932633
6.46	0.894195016228279	-2.580990730181221
6.47	0.8855044461005862	-2.535467655556187
6.48	0.8772336020269175	-2.495878737249398
6.49	0.8695422834130753	-2.462750890316187
6.5	0.8625820133489978	-2.436576802218035
6.51	0.8564943617702753	-2.417810838188963
6.52	0.8514094078904687	-2.40686531450564
6.53	0.8474443570831571	-2.404107156564401
6.54	0.8447023292534199	-2.409854952132961
6.55	0.8432713325514974	-2.424376408152619
6.56	0.843223428251884	-2.447886212462933
6.57	0.844614086621852	-2.480544298537948
6.58	0.847481734390233	-2.522454511895876
6.59	0.8518474989673485	-2.573663662219293
6.6	0.8577151545344429	-2.634160942227021
6.61	0.8650712683757307	-2.703877700151117
6.62	0.8738855348511781	-2.782687552550403
6.63	0.8841112838944631	-2.87040682244844
6.64	0.8956861587510803	-2.966795285984672
6.65	0.9085329589679569	-3.071557209268088
6.66	0.9225606386197484	-3.18434265744635
6.67	0.9376654432001239	-3.304749060955828
6.68	0.9537321656376712	-3.432323020176697
6.69	0.9706355060280368	-3.566562341811359
6.7	0.9882415254819494	-3.706918309740897
6.71	1.00640917627102	-3.852798177296647
6.72	1.024991883865371	-4.003567868497005
6.73	1.043839161280078	-4.158554884305329
6.74	1.06279824330591	-4.317051415240648
6.75	1.081715731136278	-4.478317672368331
6.76	1.100439232125608	-4.641585437572879
6.77	1.118818972422734	-4.806061824076305
6.78	1.136709359816565	-4.970933242824033
6.79	1.153970484183205	-5.135369573001092
6.8	1.170469547545226	-5.298528540988264
6.81	1.186082212406252	-5.459560306838491
6.82	1.200693853535502	-5.617612252504385
6.83	1.214200696490333	-5.771833956331364
6.84	1.226510830212109	-5.921382333760405
6.85	1.237545088787341	-6.06542692938492
6.86	1.247237799151158	-6.203155340643469
6.87	1.255537387316798	-6.333778749308247
6.88	1.262406834606756	-6.456537522193652
6.89	1.267823978192285	-6.570706839027765
6.9	1.27178165540478	-6.675602304180724
6.91	1.274287693368465	-6.770585489133417
6.92	1.275364740367606	-6.855069352902505
6.93	1.275049936111003	-6.928523486799508
6.94	1.273394423562327	-6.990479128060496
6.95	1.270462711588714	-7.040533883517092
6.96	1.266331899798426	-7.078356095518192
6.97	1.261090770678968	-7.103688786397341
6.98	1.254838753939812	-7.116353116779739
6.99	1.247684769471873	-7.116251292133653
7	1.239745960914552	-7.103368866219124
7.01	1.231146338682506	-7.077776393706787
7.02	1.222015347602803	-7.039630382925398
7.03	1.212486369426852	-6.989173508790981
7.04	1.202695171430309	-6.926734058725395
7.05	1.192778320105062	-6.852724585632174
7.06	1.182871584598747	-6.767639745844011
7.07	1.173108351050417	-6.672053315819173
7.08	1.163618061780608	-6.566614399880253
7.09	1.154524689550636	-6.452042850505893
7.1	1.145945265005486	-6.329123928410919
7.11	1.13798848286909	-6.198702240742401
7.12	1.130753409486757	-6.061675009703011
7.13	1.124328308022562	-5.91898473727469
7.14	1.118789591100332	-5.771611340531694
7.15	1.114200913601753	-5.620563840352625
7.16	1.110612421613173	-5.466871685243781
7.17	1.108060170121117	-5.311575801280629
7.18	1.106565717156192	-5.15571947767338
7.19	1.106135900620645	-5.000339204803837
7.2	1.106762804493926	-4.846455574438357
7.21	1.10842391933482	-4.69506434949351
7.22	1.111082499652628	-4.547127814939267
7.23	1.114688115603265	-4.403566517017421
7.24	1.119177390327815	-4.265251493392684
7.25	1.124474914144226	-4.132997095180287
7.26	1.130494327499459	-4.007554494953632
7.27	1.137139562201086	-3.88960596218949
7.28	1.144306227301449	-3.779759974149279
7.29	1.151883118797387	-3.678547216351661
7.3	1.159753831392152	-3.586417523863499
7.31	1.167798451325848	-3.503737802908484
7.32	1.175895308890167	-3.430790950926103
7.33	1.183922767065824	-3.367775776188611
7.34	1.191761018229091	-3.314807896583576
7.35	1.199293861511772	-3.271921591543695
7.36	1.206410434784309	-3.239072567013923
7.37	1.213006879206694	-3.216141571055475
7.38	1.218987912936282	-3.202938797682535
7.39	1.22426828420941	-3.199209003859207
7.4	1.228774076082687	-3.204637247501987
7.41	1.232443841320658	-3.218855146015258
7.42	1.235229552913921	-3.241447547198848
7.43	1.237097355225573	-3.271959497514872
7.44	1.238028097560888	-3.309903391470084
7.45	1.238017635546385	-3.354766185701198
7.46	1.237076891775604	-3.406016562444225
7.47	1.235231675159116	-3.463111928792877
7.48	1.232522260833771	-3.52550513240881
7.49	1.22900273111896	-3.5926507836081
7.5	1.224740081478924	-3.664011093134673
7.51	1.219813100773261	-3.739061147085863
7.52	1.214311043121932	-3.817293546982969
7.53	1.208332113530347	-3.898222346264339
7.54	1.201981787707364	-3.981386230843766
7.55	1.195370983673779	-4.066350912706601
7.56	1.188614109651199	-4.152710722909061
7.57	1.181827023661564	-4.240089400127105
7.58	1.175124943369703	-4.328140084425783
7.59	1.168620339148242	-4.416544548820296
7.6	1.162420835335768	-4.505011712617851
7.61	1.156627149932551	-4.593275494335428
7.62	1.15133111004857	-4.681092075519715
7.63	1.146613782346221	-4.768236659265996
7.64	1.142543752106754	-4.854499817108324
7.65	1.139175576389516	-4.939683521988278
7.66	1.136548436499285	-5.023596977455375
7.67	1.13468501843318	-5.106052355107009
7.68	1.13359064938977	-5.186860545934448
7.69	1.133252708701099	-5.265827036789943
7.7	1.133640322800722	-5.342748026535596
7.71	1.134704349792536	-5.417406896174514
7.72	1.136377659516225	-5.489571133687186
7.73	1.138575717130722	-5.558989799420926
7.74	1.141197470649289	-5.625391611164921
7.75	1.144126528732662	-5.68848371201157
7.76	1.147232607649261	-5.747951177461133
7.77	1.150373227254045	-5.803457310934008
7.78	1.153395639028388	-5.854644757932772
7.79	1.156138965288052	-5.901137442412636
7.8	1.158436515092636	-5.94254331303808
7.81	1.160118237542339	-5.978457873401413
7.82	1.161013275675281	-6.008468455925887
7.83	1.160952585750231	-6.032159186915472
7.84	1.159771585977431	-6.049116572085596
7.85	1.157312792878613	-6.058935616931964
7.86	1.153428396184942	-6.061226383137232
7.87	1.147982725763241	-6.055620872240001
7.88	1.140854577078551	-6.041780115880441
7.89	1.131939365102252	-6.019401349031925
7.9	1.121151071430756	-5.988225131031094
7.91	1.108423942146301	-5.94804227445258
7.92	1.093713898215865	-5.898700447327442
7.93	1.076999634542663	-5.840110317217435
7.94	1.058283394156383	-5.772251115163836
7.95	1.037591404964813	-5.695175491873131
7.96	1.014973963392362	-5.609013540683915
7.97	0.9905051557936555	-5.51397588379486
7.98	0.964282219996906	-5.410355736779223
7.99	0.9364245568280444	-5.298529877987259
8	0.9070724044712529	-5.178958459560644
8.01	0.8763851890519364	-5.052183615973693
8.02	0.8445395676859812	-4.918826847479709
8.029999999999999	0.8117271913073578	-4.779585177155312
8.039999999999999	0.7781522256188285	-4.635226097275604
8.050000000000001	0.7440286714555792	-4.486581331187452
8.06	0.7095775234695416	-4.334539460293984
8.07	0.6750238048873728	-4.180037487368604
8.08	0.6405935210116916	-4.024051429438261
8.09	0.6065105815520243	-3.867586055233696
8.1	0.5729937442095717	-3.711663893167979
8.109999999999999	0.5402536253332988	-3.557313649170621
8.119999999999999	0.508489819719158	-3.405558181463293
8.130000000000001	0.4778881754063285	-3.257402190447622
8.140000000000001	0.4486182734653736	-3.11381978482392
8.15	0.4208311563872745	-2.975742095360685
8.16	0.394657336808253	-2.844045119818781
8.17	0.3702051128655391	-2.71953797772191
8.18	0.3475592176166137	-2.602951741013447
8.19	0.3267798314865119	-2.494928999812368
8.199999999999999	0.3079019802938806	-2.396014326536215
8.210000000000001	0.2909353272410422	-2.306645792453503
8.220000000000001	0.2758643564345113	-2.227147675643192
8.23	0.262648941525066	-2.157724483035503
8.24	0.251225294124673	-2.098456390486107
8.25	0.2415072836656044	-2.049296186800103
8.26	0.2333881101049719	-2.010067794241285
8.27	0.2267422981599663	-1.980466416055493
8.279999999999999	0.2214279761258478	-1.960060340863499
8.289999999999999	0.2172894051978172	-1.948294403835332
8.300000000000001	0.2141597224795954	-1.94449507596343
8.31	0.2118638540010203	-1.947877138358773
8.32	0.2102215485871815	-1.957551883320345
8.33	0.2090504793910558	-1.972536760680898
8.34	0.2081693620641187	-1.991766364385773
8.35	0.2074010432658965	-2.014104636643501
8.359999999999999	0.2065755132626757	-2.03835814558223
8.369999999999999	0.2055327890749021	-2.063290280872386
8.380000000000001	0.2041256135852006	-2.087636193391573
8.390000000000001	0.2022219263435865	-2.110118294099705
8.4	0.1997070698052837	-2.129462118720468
8.41	0.1964856980429059	-2.144412359002265
8.42	0.1924833548136509	-2.153748867809383
8.43	0.1876476891898685	-2.15630244028255
8.44	0.1819492861447745	-2.150970170607363
8.449999999999999	0.1753821020768524	-2.136730184691697
8.460000000000001	0.1679635008618703	-2.112655557178099
8.470000000000001	0.1597338893954698	-2.077927228607893
8.48	0.1507559546481189	-2.031845748534736
8.49	0.1411135126362796	-1.973841695264609
8.5	0.1309099919169249	-1.903484638773144
8.51	0.1202665805229969	-1.820490525504219
8.52	0.1093200663875541	-1.724727374595052
8.529999999999999	0.09822040437154582	-1.616219215231862
8.539999999999999	0.08712804796713211	-1.495148216180599
8.550000000000001	0.07621109141407299	-1.361854957943147
8.56	0.06564227538865998	-1.216836830909285
8.57	0.05559590832790907	-1.060744571850268
8.58	0.0462447519043964	-0.8943769788052155
8.59	0.03775691979805536	-0.7186738578976165
8.6	0.03029284126182967	-0.5347072728203055
8.609999999999999	0.02400234437906757	-0.3436711965926871
8.619999999999999	0.01902191234967986	-0.1468696884604765
8.630000000000001	0.01547215614845749	0.05429626473276198
8.640000000000001	0.01345554400551586	0.2583430868004846
8.65	0.01305442710130448	0.4637199635227929
8.66	0.01432939763910136	0.6688250287709294
8.67	0.01731801020851895	0.8720221961908208
8.68	0.0220338864990455	1.071658444947137
8.69	0.02846621272164304	1.266081353327799
8.699999999999999	0.03657963651267514	1.453656674642883
8.710000000000001	0.04631457380280178	1.632785751403838
8.720000000000001	0.05758792703695967	1.801922564117579
8.73	0.07029419889904284	1.959590213023368
8.74	0.0843069776579236	2.104396635862663
8.75	0.09948076675856755	2.235049382320924
8.76	0.1156531318741604	2.350369278552746
8.77	0.1326471364039025	2.449302831834327
8.779999999999999	0.1502740248865287	2.530933233011442
8.789999999999999	0.1683361041868696	2.59448982588189
8.800000000000001	0.1866297716929535	2.639355935999836
8.81	0.2049486421484659	2.665074972907646
