"","seconds","X1","X2","X3","average","SE"
"89",-1.12,0.361436344120513,0.95078039628124,-3.11493897941217,-0.600907413003471,1.26847646682005
"90",-1.11,0.419557669834429,0.884284434579718,-3.19333703925918,-0.629831644948345,1.28875426562026
"91",-1.1,0.485381766591379,0.812181799259029,-3.26477684237447,-0.655737758841355,1.30792625555245
"92",-1.09,0.558284702156736,0.734819025228293,-3.3284969490895,-0.678464407234824,1.32599590829838
"93",-1.08,0.637526935822533,0.652582672937224,-3.38382247855053,-0.697904289930259,1.34296612712011
"94",-1.07,0.722262273791019,0.56589713645146,-3.43017259230906,-0.714004394022193,1.35883403145031
"95",-1.06,0.811548366392202,0.475221968641775,-3.46706657924972,-0.726765414738581,1.37358614771963
"96",-1.05,0.904358600130744,0.381048731813624,-3.49412847501839,-0.736240381024674,1.38719421360934
"97",-1.04,0.99959521522017,0.283897384840016,-3.511090167597,-0.74253252251227,1.39961178209299
"98",-1.03,1.09610345801448,0.18431222350325,-3.51779296937442,-0.745792429285562,1.41077178162907
"99",-1.02,1.19268656148163,0.0828574059469943,-3.51418766214386,-0.746214564905077,1.4205851480871
"100",-1.01,1.28812134235636,-0.0198879004660753,-3.50033304129701,-0.744033199802243,1.42894059323627
"101",-1,1.3811742008467,-0.123334710421683,-3.47639300342945,-0.739517837668145,1.43570552003098
"102",-0.99,1.47061730295218,-0.226889698253491,-3.44263224090059,-0.732968212067301,1.44072804126367
"103",-0.98,1.55524472132896,-0.329960904545085,-3.39941062778867,-0.7247089370016,1.44384000890925
"104",-0.97,1.6338883084291,-0.431963609917007,-3.3471764069142,-0.7150839028007,1.44486092177199
"105",-0.96,1.70543308000219,-0.532326307705417,-3.28645830505989,-0.70445051092104,1.44360254872589
"106",-0.95,1.76883189397651,-0.630496702640266,-3.21785671316777,-0.69317384061051,1.43987408406357
"107",-0.94,1.82311922271959,-0.725947659215864,-3.14203407773316,-0.681620838076476,1.43348764377345
"108",-0.93,1.86742382926671,-0.818183020740351,-3.05970465973672,-0.670154617070122,1.42426391433226
"109",-0.92,1.90098017456911,-0.90674321498647,-2.97162382120631,-0.659128953874555,1.41203777589236
"110",-0.91,1.92313840674824,-0.99121056675443,-2.87857700290545,-0.64888305430388,1.39666374062882
"111",-0.9,1.9333728049887,-1.07121423992306,-2.78136856304369,-0.639736665992681,1.37802107077052
"112",-0.89,1.93128857027186,-1.14643473209252,-2.68081064830205,-0.631985603374237,1.35601846472455
"113",-0.88,1.91662687727751,-1.21660784740575,-2.57771226804492,-0.625897746057719,1.3305982246306
"114",-0.87,1.88926813006067,-1.28152807389228,-2.47286873228214,-0.621709558704587,1.30173984295261
"115",-0.86,1.84923339097835,-1.34105129980346,-2.3670515994174,-0.61962316941417,1.26946296920481
"116",-0.85,1.7966839785102,-1.39509681371823,-2.26099927188497,-0.619804035697665,1.23382974364004
"117",-0.84,1.73191925318254,-1.44364853924755,-2.15540836579531,-0.622379217286775,1.19494650908349
"118",-0.83,1.65537262843349,-1.48675546611873,-2.05092596551695,-0.627436267734064,1.15296493592449
"119",-0.82,1.56760586861342,-1.52453125472838,-1.94814286457874,-0.635022750231233,1.10808262679506
"120",-0.81,1.46930176790398,-1.5571529978585,-1.84758787593819,-0.645146368630904,1.06054330355926
"121",-0.8,1.36125532763938,-1.58485913277412,-1.7497232729211,-0.657775692685278,1.01063672041467
"122",-0.79,1.24436356579941,-1.60794650994558,-1.65494140507558,-0.67284144974058,0.958698498616891
"123",-0.78,1.11961410651005,-1.62676663336381,-1.56356251214562,-0.69023834633313,0.905110143579515
"124",-0.77,0.988072714679888,-1.64172110347713,-1.47583373885015,-0.709827375882464,0.850299592807236
"125",-0.76,0.8508699551034,-1.65325631328927,-1.39192933511563,-0.73143856443383,0.794742754109869
"126",-0.75,0.709187165627669,-1.66185745204532,-1.31195200800895,-0.754874098142198,0.738966619226953
"127",-0.74,0.56424194219494,-1.66804187997937,-1.23593537497811,-0.779911770920846,0.683554657965335
"128",-0.73,0.417273336661773,-1.67235195782173,-1.16384745410873,-0.806308691756228,0.629155238600335
"129",-0.72,0.269526969249572,-1.67534742726118,-1.09559511279354,-0.833805190268384,0.576493589788751
"130",-0.71,0.122240252840416,-1.67759744101467,-1.03102937590252,-0.862128854692256,0.526386888959132
"131",-0.7,-0.0233720756580356,-1.67967234767771,-0.969951478949876,-0.890998634095208,0.479759596588436
"132",-0.69,-0.166131927898802,-1.68213534082672,-0.912119547979195,-0.920128938901572,0.43765081201017
"133",-0.68,-0.304911160824911,-1.68553408692651,-0.85725578515485,-0.949233677635424,0.40119607240858
"134",-0.67,-0.438644027209122,-1.69039245485904,-0.805054032225293,-0.978030171431153,0.371554881581862
"135",-0.66,-0.56633863139243,-1.69720247030687,-0.755187574257299,-1.00624289198553,0.34975459728253
"136",-0.65,-0.68708725655622,-1.70641661773238,-0.707317041013744,-1.03360697176745,0.336455507619454
"137",-0.64,-0.800075441436832,-1.71844061102075,-0.6610982678971,-1.05987144011823,0.331719599631325
"138",-0.63,-0.904589702169804,-1.73362674807804,-0.61618998604188,-1.08480214542991,0.334924679501125
"139",-0.62,-1.0000238178479,-1.75226795843599,-0.572261217810046,-1.10818433136464,0.344904817543343
"140",-0.61,-1.08588362680128,-1.77459264782927,-0.528998256908144,-1.12982484384623,0.360242728166296
"141",-0.6,-1.16179030180822,-1.80076042961739,-0.48611111760705,-1.14955394967755,0.379555880658529
"142",-0.59,-1.22748209012086,-1.83085881893843,-0.443339349477929,-1.16722675284574,0.401673830690853
"143",-0.58,-1.28281452241177,-1.86490095562964,-0.400457129267931,-1.18272420243645,0.425700397093545
"144",-0.57,-1.32775911288609,-1.90282441431191,-0.357277555878854,-1.19595369435895,0.451001949060056
"145",-0.56,-1.36240059970238,-1.94449114610771,-0.313656080076232,-1.20684927529544,0.477162765396686
"146",-0.55,-1.38693279725579,-1.98968857144242,-0.269493020327234,-1.21537146300848,0.503932254731281
"147",-0.54,-1.40165314786652,-2.03813182164766,-0.224735139131705,-1.22150670288196,0.531175249884756
"148",-0.53,-1.40695607914586,-2.08946711636778,-0.179376267211972,-1.22526648757521,0.558829161065355
"149",-0.52,-1.40332528482845,-2.14327625175478,-0.133456974419093,-1.22668617033411,0.586868643583481
"150",-0.51,-1.3913250551917,-2.19908215401737,-0.0870632970811444,-1.22582350209674,0.615277440420494
"151",-0.5,-1.37159079503755,-2.25635543218121,-0.0403245539086807,-1.22275692704248,0.644026876654773
"152",-0.49,-1.34481887648693,-2.31452184776393,0.00658969649505532,-1.2175836759186,0.673060496889849
"153",-0.48,-1.31175598155899,-2.37297059923068,0.0534734914625611,-1.21041769644237,0.702284324505354
"154",-0.47,-1.2731880940024,-2.43106330952117,0.100089021159133,-1.20138746078814,0.73156214784404
"155",-0.46,-1.22992930146037,-2.48814359995135,0.146171827337183,-1.19063369135818,0.76071513532609
"156",-0.45,-1.18281056915065,-2.54354711677421,0.191436550154104,-1.17830704525692,0.789524989236515
"157",-0.44,-1.13266864306226,-2.59661186687501,0.235583115820699,-1.16456579803886,0.817739807105208
"158",-0.43,-1.08033523084572,-2.64668870946872,0.278303252628065,-1.14957356256212,0.845081841109065
"159",-0.42,-1.0266265988937,-2.69315184398284,0.319287220208918,-1.13349707422254,0.871256420873496
"160",-0.41,-0.972333713917942,-2.73540913733267,0.358230633923871,-1.11650407244225,0.895961416167538
"161",-0.4,-0.918213049510401,-2.77291213093499,0.394841265959996,-1.09876130482847,0.918896738895569
"162",-0.39,-0.864978169468304,-2.80516556741153,0.428845705451047,-1.08043267714293,0.939773503192575
"163",-0.38,-0.813292185171212,-2.83173628381559,0.459995759435996,-1.06167756985027,0.958322568455587
"164",-0.37,-0.763761166745034,-2.85226132579562,0.488074480242221,-1.04264933743281,0.97430227737371
"165",-0.36,-0.716928569270707,-2.86645514837124,0.512901713523301,-1.02349400137288,0.987505269712256
"166",-0.35,-0.673270726349582,-2.87411577594492,0.534339072335162,-1.00434914331978,0.997764301130053
"167",-0.34,-0.63319344711596,-2.87512980346264,0.552294252443769,-0.985342999378277,1.00495702978127
"168",-0.33,-0.597029724054875,-2.86947614222197,0.566724611940385,-0.966593751445487,1.00900975936515
"169",-0.32,-0.565038543386803,-2.85722843552496,0.577639946118684,-0.948209010931027,1.00990014443712
"170",-0.31,-0.537404782305967,-2.83855609054578,0.585104401063351,-0.930285490596133,1.00765887558923
"171",-0.3,-0.514240166091939,-2.81372389234606,0.589237485195608,-0.912908857747464,1.00237037042865
"172",-0.29,-0.495585244819187,-2.78309017834313,0.590214151547486,-0.896153757204945,0.994172499343199
"173",-0.28,-0.481412322906573,-2.74710356996918,0.588263939164984,-0.880083984570256,0.983255379781405
"174",-0.27,-0.471629261802575,-2.70629828983868,0.583669178325728,-0.864752791105176,0.969859279717687
"175",-0.26,-0.466084074551373,-2.66128812227559,0.576762281391436,-0.850203305145174,0.95427167544259
"176",-0.25,-0.464570221995575,-2.61275909026513,0.567922156136177,-0.83646905204151,0.936823507505442
"177",-0.24,-0.4668325071811,-2.56146093529192,0.557569785194038,-0.823574552426327,0.917884673941139
"178",-0.23,-0.472573459255569,-2.50819750541473,0.546163025339129,-0.811535979777056,0.897858796562773
"179",-0.22,-0.48146010266531,-2.45381618052785,0.534190693694815,-0.800361863166115,0.877177294838081
"180",-0.21,-0.493131003139447,-2.39919648503513,0.522166020628399,-0.790053822515393,0.85629280289587
"181",-0.2,-0.507203476809416,-2.34523805197138,0.510619559859389,-0.780607322973803,0.835671969552258
"182",-0.19,-0.523280846633423,-2.29284811388907,0.500091657060577,-0.772012434487306,0.815787695652757
"183",-0.18,-0.540959635330135,-2.24292870268093,0.491124586366795,-0.764254583881424,0.797110891987341
"184",-0.17,-0.559836594692964,-2.19636374352112,0.484254468734771,-0.757315289826437,0.780101889978312
"185",-0.16,-0.579515473626272,-2.1540062315482,0.480003087824627,-0.751172872449947,0.765201709913559
"186",-0.15,-0.599613432099781,-2.11666568597388,0.478869723071059,-0.745803131667534,0.752823482209099
"187",-0.14,-0.619767016776052,-2.08509607844755,0.481323120102229,-0.741179991707125,0.74334440392334
"188",-0.13,-0.639637621599698,-2.05998442812458,0.487793717723179,-0.737276110667034,0.737098665043195
"189",-0.12,-0.658916368492192,-2.04194024441968,0.498666248773341,-0.734063454712844,0.734371761380484
"190",-0.11,-0.677328358581843,-2.03148598399143,0.514272821557175,-0.731513840338701,0.735396497097991
"191",-0.0999999999999999,-0.694636259060153,-2.02904867425338,0.534886583510725,-0.729599449934269,0.740350777230754
"192",-0.0899999999999999,-0.71064319807622,-2.03495284369654,0.560716064438264,-0.728293325778164,0.749357038938571
"193",-0.0800000000000001,-0.725194945136267,-2.04941488428211,0.591900291664245,-0.727569845918045,0.762482938560252
"194",-0.0700000000000001,-0.73818136095068,-2.07253894473146,0.62850475850727,-0.727405182391624,0.77974277088017
"195",-0.0600000000000001,-0.749537117829324,-2.10431442688061,0.670518314891723,-0.727777743272739,0.801099096863962
"196",-0.05,-0.75924170919,-2.14461513432586,0.717851039854846,-0.728668601220338,0.826464192767474
"197",-0.04,-0.767318776165203,-2.19320010430432,0.770333139393146,-0.730061913692125,0.855701150514596
"198",-0.03,-0.773834788161317,-2.24971613122903,0.827714898499689,-0.731945340296885,0.888624682691569
"199",-0.02,-0.778897116326299,-2.31370195750368,0.889667703208097,-0.734310456873962,0.925001851068962
"200",-0.01,-0.782651543732671,-2.38459407657623,0.955786132995591,-0.737153162437771,0.964553016194569
"201",0,-0.785279270515858,-2.46173407063749,1.02559111106359,-0.740474076696584,1.00695330242213
"202",0.0100000000000002,-0.786993479473686,-2.54437738872769,1.0985340861507,-0.744278927350227,1.05183481009338
"203",0.02,-0.788035529398782,-2.63170344512693,1.17400220872945,-0.748578921932087,1.09878971279816
"204",0.0300000000000002,-0.788670843880916,-2.72282689074567,1.25132444896177,-0.753391095221605,1.14737427971052
"205",0.04,-0.789184562925681,-2.8168098896424,1.32977859025996,-0.758738620769372,1.19711378211097
"206",0.0499999999999998,-0.78987702398125,-2.91267521898367,1.40859902234956,-0.764651073538454,1.24750818683143
"207",0.0600000000000001,-0.791059139724996,-3.00941999944851,1.48698524608391,-0.771164631029867,1.29803850438781
"208",0.0699999999999998,-0.793047743350332,-3.1060298487093,1.56411099051414,-0.778322200515164,1.34817364061589
"209",0.0800000000000001,-0.796160971030112,-3.20149324165167,1.63913383159163,-0.786173460363385,1.39737759491735
"210",0.0899999999999999,-0.800713745579571,-3.29481586219034,1.71120519425944,-0.794774804503489,1.44511685313801
"211",0.1,-0.807013415066542,-3.38503472799419,1.77948061475158,-0.804189176103052,1.49086783044959
"212",0.11,-0.815355595757459,-3.471231868287,1.84313014189796,-0.814485774048833,1.53412423022242
"213",0.12,-0.826020265927118,-3.55254733873867,1.90134875132307,-0.825739617780905,1.57440419411813
"214",0.13,-0.839268149039749,-3.62819136411337,1.95336663934421,-0.838030957936302,1.61125712664281
"215",0.14,-0.855337419723683,-3.69745541863448,1.99845926825508,-0.851444523367694,1.64427009095856
"216",0.15,-0.874440762369196,-3.75972207517726,2.03595703708186,-0.866068600154867,1.67307368465889
"217",0.16,-0.896762805161466,-3.81447347297999,2.065254452676,-0.881993941821819,1.6973473136464
"218",0.17,-0.922457940153078,-3.86129826675326,2.0858186792663,-0.899312509213346,1.71682378979695
"219",0.18,-0.951648533133138,-3.89989694271246,2.09719735055716,-0.918116041762813,1.73129318830124
"220",0.19,-0.984423523453421,-3.9300854164803,2.09902554117559,-0.93849446625271,1.74060591400936
"221",0.2,-1.02083741029305,-3.95179685863686,2.09103180629312,-0.960534154212263,1.74467493920265
"222",0.21,-1.06090961990255,-3.96508172232362,2.07304320824896,-0.984316044659071,1.74347718665191
"223",0.22,-1.10462423818151,-3.97010596685955,2.04498926130021,-1.00991364791362,1.73705404088735
"224",0.23,-1.1519300842866,-3.96714749636354,2.00690473630836,-1.03739094811393,1.7255109803533
"225",0.24,-1.20274109961773,-3.95659086691284,1.95893127521396,-1.06680023043887,1.70901633437025
"226",0.25,-1.25693702634911,-3.93892034652814,1.90131777681931,-1.09817986535265,1.68779917955069
"227",0.26,-1.31436435064579,-3.9147114417339,1.83441953359796,-1.13155208626058,1.6621464020845
"228",0.27,-1.37483748510876,-3.88462103051937,1.75869611836284,-1.16692079908843,1.63239896287246
"229",0.28,-1.43814016492683,-3.8493762585877,1.67470803637435,-1.20426946238006,1.59894740934923
"230",0.29,-1.50402703137545,-3.80976237457732,1.58311217380866,-1.24355907738137,1.56222668435695
"231",0.3,-1.5722253722999,-3.76660969469816,1.48465608905279,-1.28472632598176,1.52271028751628
"232",0.31,-1.64243698900496,-3.72077990060765,1.38017120502902,-1.3276818948612,1.48090384816065
"233",0.32,-1.71434016359446,-3.67315189133476,1.27056497038644,-1.37230902818093,1.43733817354753
"234",0.33,-1.78759170799682,-3.62460742268924,1.15681207479319,-1.41846235196429,1.39256184349087
"235",0.34,-1.86182907823302,-3.5760167656713,1.03994481555069,-1.46596700945121,1.34713342731329
"236",0.35,-1.93667253334856,-3.52822461030149,0.921042720126841,-1.5146181411744,1.30161340610661
"237",0.36,-2.0117273194287,-3.48203643869677,0.801221541283413,-1.56418073894735,1.25655589967729
"238",0.37,-2.08658587164879,-3.43820558483767,0.681621753764045,-1.61438990090747,1.21250032316982
"239",0.38,-2.16083003663422,-3.39742118916234,0.56339668961708,-1.66495151205983,1.16996313340282
"240",0.39,-2.23403331765136,-3.36029724215896,0.447700450283222,-1.71554336984237,1.12942986736605
"241",0.4,-2.30576314140412,-3.32736288926007,0.335675736553185,-1.76581676470367,1.09134772351039
"242",0.41,-2.37558314149253,-3.29905414744897,0.228441743149678,-1.81539851526394,1.05611898416557
"243",0.42,-2.44305545421224,-3.27570716699123,0.127082264758921,-1.86389345214818,1.02409560876638
"244",0.43,-2.50774302754061,-3.25755314766856,0.0326341566466085,-1.91088733952085,0.995575320875712
"245",0.44,-2.56921195318647,-3.24471498656011,-0.0539237186830156,-1.95595021947653,0.97079944621514
"246",0.45,-2.62703383232449,-3.23720570459783,-0.131680929151541,-1.99864015535795,0.949952629111284
