"time_ext","dF_405","dF_465","freeze","freeze_cut"
157.79,-0.232254857125574,-3.97010596685955,1,0
157.8,-0.256380135055697,-3.96714749636354,1,0
157.81,-0.282606886507269,-3.95659086691284,1,0
157.82,-0.310765451617662,-3.93892034652814,1,0
157.83,-0.340667513043533,-3.9147114417339,1,0
157.84,-0.372107938917977,-3.88462103051937,1,0
157.85,-0.404866862635437,-3.8493762585877,1,0
157.86,-0.438711971598506,-3.80976237457732,1,0
157.87,-0.473400975162483,-3.76660969469816,1,0
157.88,-0.508684221652715,-3.72077990060765,1,0
157.89,-0.544307433771451,-3.67315189133476,1,0
157.9,-0.580014523806666,-3.62460742268924,1,0
157.91,-0.615550443839774,-3.5760167656713,1,0
157.92,-0.650664028875157,-3.52822461030149,1,0
157.93,-0.685110795971185,-3.48203643869677,1,0
157.94,-0.718655665384406,-3.43820558483767,1,0
157.95,-0.751075566060441,-3.39742118916234,1,0
157.96,-0.782161884800632,-3.36029724215896,1,0
157.97,-0.81172272014527,-3.32736288926007,1,0
157.98,-0.839584909483988,-3.29905414744897,1,0
157.99,-0.865595804784008,-3.27570716699123,1,0
158,-0.889624772518291,-3.25755314766856,1,0
158.01,-0.911564394676827,-3.24471498656011,1,0
158.02,-0.931331350217789,-3.23720570459783,1,0
158.03,-0.948866962245937,-3.23492867388156,1,0
158.04,-0.964137405495808,-3.23767964289048,1,0
158.05,-0.977133574917531,-3.24515052429514,1,0
158.06,-0.987870618538415,-3.25693486944136,1,0
158.07,-0.996387138744585,-3.2725349274434,1,0
158.08,-1.00274407155196,-3.29137016775607,1,0
158.09,-1.00702326309928,-3.31278712695341,1,0
158.1,-1.00932576866797,-3.33607042495125,1,0
158.11,-1.00976990169242,-3.3604547738301,1,0
158.12,-1.00848906062255,-3.3851377754855,1,0
158.13,-1.00562936408118,-3.40929329177333,1,0
158.14,-1.00134713106733,-3.4320851717946,1,0
158.15,-0.995806247983445,-3.45268111651704,1,0
158.16,-0.989175464243244,-3.47026645555477,1,0
158.17,-0.981625656797914,-3.48405761322516,1,0
158.18,-0.973327104421974,-3.49331504989725,1,0
158.19,-0.964446815099463,-3.49735547469611,1,0
158.2,-0.95514595097515,-3.49556313403088,1,0
158.21,-0.945577392271315,-3.48739999393669,1,0
158.22,-0.935883475125128,-3.47241465887106,1,0
158.23,-0.926193935837523,-3.45024989595091,1,0
158.24,-0.916624093318098,-3.42064865634432,1,0
158.25,-0.907273300779713,-3.3834585080157,1,0
158.26,-0.898223693324725,-3.33863441936213,1,0
158.27,-0.889539247626814,-3.28623985760894,1,0
158.28,-0.881265163976644,-3.22644619430265,1,0
158.29,-0.873427579528408,-3.15953043937512,1,0
158.3,-0.866033621252629,-3.08587135527926,1,0
158.31,-0.859071800466973,-3.00594403094468,1,0
158.32,-0.852512739985896,-2.92031301662875,1,0
158.33,-0.846310214871074,-2.82962414404146,1,0
158.34,-0.840402484555711,-2.73459517712358,1,0
158.35,-0.83471389607784,-2.63600545685683,1,0
158.36,-0.829156738187384,-2.53468471322594,1,0
158.37,-0.82363331861244,-2.4315012266451,1,0
158.38,-0.818038227036264,-2.3273495340039,1,0
158.39,-0.812260742703433,-2.22313788347617,1,0
158.4,-0.806187346384003,-2.11977564419751,1,0
158.41,-0.799704297953412,-2.0181608704312,1,0
158.42,-0.792700238199131,-1.91916821067701,1,0
158.43,-0.785068767676886,-1.82363734092775,1,0
158.44,-0.776710954197186,-1.73236209876494,1,0
158.45,-0.767537727672497,-1.64608048751004,1,0
158.46,-0.757472127696888,-1.56546569843621,1,0
158.47,-0.746451368729388,-1.49111827752029,1,0
158.48,-0.73442868297108,-1.42355953830481,1,0
158.49,-0.721374902035619,-1.36322629550224,1,0
158.5,-0.707279748887463,-1.31046697996577,1,0
158.51,-0.692152821754303,-1.26553917453582,1,0
158.52,-0.676024254405587,-1.22860857874551,1,0
158.53,-0.658945036787027,-1.1997493860402,1,0
158.54,-0.640986983147223,-1.17894604240836,1,0
158.55,-0.622242344325699,-1.16609633670235,1,0
158.56,-0.602823069662348,-1.16101574399434,1,0
158.57,-0.582859726968781,-1.16344292007881,1,0
158.58,-0.562500091484787,-1.17304622662262,1,0
158.59,-0.541907419663345,-1.18943115447815,1,0
158.6,-0.521258432162917,-1.21214850133721,1,0
158.61,-0.500741039449055,-1.24070314713767,1,0
158.62,-0.480551848211796,-1.27456326820931,1,0
158.63,-0.460893482909238,-1.3131698328712,1,0
158.64,-0.441971755021981,-1.35594622094522,1,0
158.65,-0.423992718791381,-1.40230780581676,1,0
158.66,-0.407159660522794,-1.45167133759291,1,0
158.67,-0.391670072355525,-1.50346397136985,1,0
158.68,-0.377712657997081,-1.55713179459169,1,0
158.69,-0.365464411689442,-1.61214772176536,1,0
158.7,-0.355087811667701,-1.66801864109953,1,0
158.71,-0.346728174863762,-1.72429171395833,1,0
158.72,-0.340511218320921,-1.7805597431919,1,0
158.73,-0.336540865584936,-1.83646554117375,1,0
158.74,-0.334897328481007,-1.89170524938224,1,0
158.75,-0.335635492103732,-1.94603058146811,1,0
158.76,-0.338783630498453,-1.99924998012878,1,0
158.77,-0.344342479401864,-2.05122869985147,1,0
158.78,-0.352284685711827,-2.10188784127174,1,0
158.79,-0.36255464415749,-2.15120237755441,0,0
158.8,-0.375068723771108,-2.19919823250444,0,0
158.81,-0.389715882006045,-2.24594848936152,0,0
158.82,-0.406358663973572,-2.29156882680601,0,0
158.83,-0.424834579529195,-2.33621228757725,0,0
158.84,-0.444957840567301,-2.3800634887945,0,0
158.85,-0.466521432113036,-2.42333239064318,0,0
158.86,-0.489299488703548,-2.46624774679692,0,0
158.87,-0.51304994790967,-2.5090503639454,0,0
158.88,-0.537517449441126,-2.55198630006141,0,0
158.89,-0.562436441061919,-2.5953001255668,0,0
158.9,-0.58753444641148,-2.63922836573188,0,0
158.91,-0.61253544971644,-2.68399324085826,0,0
158.92,-0.63716335437742,-2.72979681436323,0,0
158.93,-0.661145471133138,-2.77681565057452,0,0
158.94,-0.684215987888973,-2.82519607352658,0,0
158.95,-0.706119370821251,-2.87505010164696,0,0
158.96,-0.726613648640267,-2.92645211765861,0,0
158.97,-0.745473537185103,-2.97943632060289,0,0
158.98,-0.762493366501916,-3.03399499485694,0,0
158.99,-0.77748977220249,-3.0900776176482,0,0
159,-0.790304111190589,-3.14759080916218,0,0
159.01,-0.800804565280685,-3.20639911239803,0,0
159.02,-0.808887903394301,-3.26632657782715,0,0
159.03,-0.814480880602375,-3.32715911311568,0,0
159.04,-0.817541257238179,-3.38864754720063,0,0
159.05,-0.81805842279137,-3.450511347886,0,0
159.06,-0.8160536134466,-3.51244291794248,0,0
159.07,-0.811579721363306,-3.57411238495082,0,0
159.08,-0.804720700307678,-3.63517279158016,0,0
159.09,-0.795590575970112,-3.69526558674465,0,0
159.1,-0.784332070629667,-3.75402631610111,0,0
159.11,-0.771114856056096,-3.81109041312631,0,0
159.12,-0.756133457193363,-3.86609899573292,0,0
159.13,-0.739604837951799,-3.9187045713451,0,0
159.14,-0.721765704829534,-3.9685765500964,0,0
159.15,-0.702869561633296,-4.01540646649683,0,0
159.16,-0.683183548583796,-4.0589128170845,0,0
159.17,-0.662985105363617,-4.09884543585802,0,0
159.18,-0.642558505357465,-4.13498934158726,0,0
159.19,-0.622191308493873,-4.16716799646839,0,0
159.2,-0.602170775369087,-4.19524592226238,0,0
159.21,-0.582780282859829,-4.21913063425426,0,0
159.22,-0.564295786097869,-4.23877386539362,0,0
159.23,-0.546982377246992,-4.25417206458106,0,0
159.24,-0.5310909889753,-4.26536616493472,0,0
159.25,-0.516855283667174,-4.27244062926935,0,0
159.26,-0.504488761925753,-4.27552179334237,0,0
159.27,-0.494182123474026,-4.2747755403191,0,0
159.28,-0.486100915482311,-4.27040435248165,0,0
159.29,-0.480383500412688,-4.26264379370523,0,0
159.3,-0.477139369341253,-4.2517584826241,0,0
159.31,-0.476447820042016,-4.23803762376792,0,0
159.32,-0.478357013239819,-4.22179017044033,0,0
159.33,-0.482883418624229,-4.20333970400757,0,0
159.34,-0.490011659477118,-4.18301912002448,0,0
159.35,-0.499694757315369,-4.1611652104986,0,0
159.36,-0.5118547696865,-4.13811322842783,0,0
159.37,-0.526383809425644,-4.11419152014942,0,0
159.38,-0.543145434467609,-4.08971631434785,0,0
159.39,-0.561976396148958,-4.06498675552867,0,0
159.4,-0.58268872540583,-4.04028026509671,0,0
159.41,-0.605072126169581,-4.01584830478828,0,0
159.42,-0.628896640348015,-3.99191260612556,0,0
159.43,-0.653915549280685,-3.9686619235239,0,0
159.44,-0.679868479216735,-3.94624936553768,0,0
159.45,-0.706484675103763,-3.92479035063558,0,0
159.46,-0.733486399293509,-3.90436121937699,0,0
159.47,-0.760592409504023,-3.88499852465134,0,0
159.48,-0.787521471879194,-3.8666990121827,0,0
159.49,-0.813995868947917,-3.84942029195543,0,0
159.5,-0.83974486097519,-3.8330821881879,0,0
159.51,-0.864508053364173,-3.81756874222687,0,0
159.52,-0.888038623329747,-3.80273083598155,0,0
159.53,-0.910106364711257,-3.78838939540567,0,0
159.54,-0.930500516120684,-3.77433912360393,0,0
159.55,-0.949032340625503,-3.7603527070065,0,0
159.56,-0.965537424756658,-3.74618542630897,0,0
159.57,-0.979877664607434,-3.73158009564272,0,0
159.58,-0.991942912699367,-3.7162722487563,0,0
159.59,-1.00165226659334,-3.69999549171211,0,0
159.6,-1.00895498520367,-3.68248694173345,1,0
159.61,-1.01383102108442,-3.66349266240777,1,0
159.62,-1.01629115893469,-3.64277300080518,1,0
159.63,-1.01637675836807,-3.62010773330063,1,0
159.64,-1.01415910598207,-3.59530093566519,1,0
159.65,-1.00973838890985,-3.56818549884848,1,0
159.66,-1.00324230441721,-3.53862721174355,1,0
159.67,-0.994824319293443,-3.50652833089269,1,0
159.68,-0.984661598061351,-3.47183057153596,1,0
159.69,-0.972952627689489,-3.43451747247439,1,0
159.7,-0.959914573033506,-3.39461608975447,1,0
159.71,-0.94578040104137,-3.35219797889059,1,0
159.72,-0.930795811544129,-3.30737943660301,1,0
159.73,-0.915216010433564,-3.26032098886952,1,0
159.74,-0.899302365376714,-3.21122612329594,1,0
159.75,-0.883318990736136,-3.16033927080047,1,0
159.76,-0.867529310140921,-3.10794305596889,1,0
159.77,-0.852192642786329,-3.05435484997817,1,0
159.78,-0.837560854968416,-2.99992266707275,1,0
159.79,-0.823875118767346,-2.94502045532594,1,0
159.8,-0.811362824829705,-2.89004284362757,1,0
159.81,-0.800234696918928,-2.83539941958629,1,0
159.82,-0.790682149608113,-2.78150862086604,1,0
159.83,-0.782874918878088,-2.72879132626883,1,0
159.84,-0.776958990250311,-2.67766423957494,1,0
159.85,-0.773054852569107,-2.62853316558868,1,0
