"","seconds","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","average","SE"
"58",-1.43,-0.728197816783999,-5.99571281755247,-2.39155690034981,-5.15513815374759,-6.5857096300062,4.2407675208466,-3.36112835229907,-6.10157111716727,-7.43058424580059,-6.25621607681336,-1.96236913305561,-5.47555210533843,-5.79481282091469,-4.07675243453711,0.892860851460766
"59",-1.42,-0.692141174087448,-6.02674731468301,-2.32847587950377,-5.23349717186714,-6.68933988544288,4.0328626485996,-3.39057568935983,-6.09457564497111,-7.50218571404202,-6.36661267986892,-2.03144402538096,-5.48914461663583,-5.80361657788436,-4.12426874808675,0.887572392734123
"60",-1.41,-0.682153440699079,-6.05311395471564,-2.26737910351438,-5.32264142157355,-6.78117019395034,3.82318151053064,-3.42991666175842,-6.08994517012537,-7.57057860625099,-6.48183973797695,-2.09649274045168,-5.50978359195085,-5.8182976815476,-4.17539467646032,0.881877043620559
"61",-1.4,-0.697886377266309,-6.07469377854111,-2.20899473891502,-5.42161049451358,-6.86007566589508,3.61304395693629,-3.47870626074351,-6.0877931783715,-7.63526366721101,-6.60076555558748,-2.15786419259409,-5.53740087057415,-5.83866929314428,-4.22974462434006,0.875729746107248
"62",-1.39,-0.738738958092666,-6.09142411531975,-2.15402564772403,-5.52936004313765,-6.92504425055217,3.40376090383875,-3.53637382991319,-6.08819704161045,-7.69579474142279,-6.72221933268079,-2.2159650430118,-5.57183966155711,-5.86447268683459,-4.28689957292448,0.869101236079312
"63",-1.38,-0.803867588318961,-6.10329860596808,-2.10314114467638,-5.64477555241438,-6.97518641398662,3.19662051724152,-3.60223266626062,-6.09119659324027,-7.75178385389798,-6.84500560449242,-2.27125244793628,-5.61285737710465,-5.89538080094002,-4.34641216399963,0.861978779717683
"64",-1.37,-0.892199262219029,-6.11036643823507,-2.05696910814777,-5.76668670416777,-7.00974362574429,2.99287449996287,-3.67549122739418,-6.09679328438278,-7.80290534238343,-6.9679189677426,-2.32422621610931,-5.66012954396826,-5.93100269192854,-4.40781214711232,0.854366360546746
"65",-1.36,-1.00244746491367,-6.11273081836598,-2.01608854477282,-5.89388212821381,-7.02809556810669,2.79372465046128,-3.75526576168535,-6.10494993443737,-7.8488989844287,-7.08975889639238,-2.37542047229776,-5.71325471134401,-5.97088882104774,-4.470612111965,0.846284356204459
"66",-1.35,-1.13313058133824,-6.11054671492249,-1.98102271955891,-6.02512433517984,-7.02976599312084,2.60030986669901,-3.84059416122238,-6.11559107719851,-7.88957208605154,-7.20934445506427,-2.42539492110322,-5.77176026487187,-6.01453709883618,-4.53431342628994,0.837768751129955
"67",-1.34,-1.28259254023418,-6.10401791492803,-1.95223295041712,-6.15916461840487,-7.01442716637508,2.41369376574375,-3.93045082817841,-6.12860390281604,-7.92480050993311,-7.32552871087711,-2.47472580583542,-5.8351090364698,-6.06139960615517,-4.59841229422158,0.828869934743539
"68",-1.33,-1.44902538847889,-6.09339344280153,-1.93011314067805,-6.29475771669413,-6.98190285790477,2.23485307956985,-4.02376232700879,-6.1438397853328,-7.95452863779888,-7.43721264888252,-2.52399666519915,-5.90270659504888,-6.11088990321225,-4.66240584842083,0.819651136569639
"69",-1.32,-1.63049347394405,-6.07896340552473,-1.91498510931101,-6.43067604521259,-6.93216985939911,2.06466697371185,-4.11942357823896,-6.16111636853154,-7.97876827786226,-7.54335841686816,-2.57378900137933,-5.97390910330661,-6.16239083186538,-4.72579819213322,0.810186550340746
"70",-1.31,-1.82495889603719,-6.06105434253858,-1.907094768807,-6.56572330962457,-6.86535801220203,1.90390743094036,-4.21631434214334,-6.18022017454359,-7.99759654342667,-7.6430017270614,-2.62467297922633,-6.04803161388646,-6.21526269691088,-4.78810630580521,0.800559199189379
"71",-1.3,-2.03030786212986,-6.04002416415283,-1.9066091913107,-6.69874732732037,-6.78174874053521,1.75323083882055,-4.3133157449383,-6.20090969487073,-8.01115274754945,-7.73526324873083,-2.67719827810509,-6.12435668012705,-6.26885171261715,-4.84886573488977,0.790858595148027
"72",-1.29,-2.24437758512737,-6.01625676028634,-1.91361460589605,-6.82865189211514,-6.68177211033892,1.61317090475938,-4.40932659991918,-6.22291891540487,-8.01963437125601,-7.8193588472613,-2.73188521286427,-6.20214315291926,-6.32249860222163,-4.90763598083469,0.781178247229619
"73",-1.28,-2.46498334636322,-5.9901563672665,-1.92811535451519,-6.95440753699099,-6.56600245836738,1.48413299847093,-4.50327926953253,-6.2459612166073,-8.02329217905437,-7.89460854557512,-2.78921624127473,-6.28063503599536,-6.37554722781946,-4.96400552160702,0.77161307453434
"74",-1.27,-2.68994534939693,-5.96214177149461,-1.95003381874493,-7.07506107046526,-6.43515264709584,1.36638999651878,-4.59415483175192,-6.26973358284173,-8.02242457327668,-7.96044410086243,-2.84962796938807,-6.3590702832498,-6.42735313365133,-5.0175963950539,0.762256783523658
"75",-1.26,-2.91711500139446,-5.93264043341311,-1.97921131407567,-7.18974378279962,-6.29006700618206,1.26007968753975,-4.68099733050918,-6.29392105463747,-8.01737129228144,-8.01641510791462,-2.91350376183222,-6.43668942871266,-6.47729188931959,-5.06806828581018,0.753199272206847
"76",-1.25,-3.14440027464604,-5.90208262481863,-2.01540992290345,-7.29767824427184,-6.1317130335381,1.16520378300001,-4.76292690076388,-6.31820135657554,-8.00850655965498,-8.06219355885547,-2.98116706552034,-6.51274394596643,-6.52476712378447,-5.11512206371532,0.744524127765278
"77",-1.24,-3.3697898162862,-5.87089566936942,-2.05831523018494,-7.39818363777146,-5.9611719530557,1.0816285613457,-4.83915157578484,-6.34224962888702,-7.99623179643012,-8.09757680741972,-3.05287554275555,-6.58650424349881,-6.56921814405527,-5.15850272955026,0.73630628654412
"78",-1.23,-3.59137549363664,-5.8394983719625,-2.10753992384727,-7.49067958152833,-5.77962823233631,1.00908715731422,-4.90897760904526,-6.36574317862978,-7.98096802036364,-8.12248891226373,-3.12881609802144,-6.65726721435361,-6.61012703940732,-5.19800173216012,0.728609925462147
"79",-1.22,-3.80737310521318,-5.80829570798795,-2.1626282168995,-7.57468841855823,-5.58835816936112,0.947183479012684,-4.97181817300473,-6.38836616950916,-7.96314806368805,-8.13698035348163,-3.20910087873696,-6.72436326656378,-6.64702517958849,-5.23345863258308,0.721486649791384
"80",-1.21,-4.01614101489009,-5.77767383799129,-2.22306103243952,-7.64983598056668,-5.38871766590976,0.895397710557788,-5.02720031931105,-6.40981417602115,-7.94320874301186,-8.14122613544837,-3.29376432635979,-6.78716277331744,-6.67949901638945,-5.26476210085374,0.714974035474333
"81",-1.2,-4.21619649043492,-5.7479955091474,-2.28826188246847,-7.71585086155912,-5.18212931702626,0.853093333137316,-5.07477010610984,-6.42979852552673,-7.9215831164153,-8.13552231226098,-3.38276133365,-6.84508189943721,-6.70719511045869,-5.29185024087366,0.709094573507782
"82",-1.19,-4.40622955213099,-5.71959590073031,-2.35760336770927,-7.77256225860729,-4.97006896471547,0.81952557503951,-5.11429583072947,-6.44805036247198,-7.89869296105553,-8.12028098800608,-3.47596654259289,-6.89758777008114,-6.72982432343113,-5.31471024978631,0.703855048741664
"83",-1.18,-4.58511417241877,-5.69277896419499,-2.43041421434993,-7.81989644924704,-4.75405186244395,0.793851193453159,-5.1456693438688,-6.46432437103018,-7.87494160331385,-8.09602387138801,-3.57317480384727,-6.94420295402152,-6.7471651279217,-5.33337742650714,0.699246367537159
"84",-1.17,-4.75191672466798,-5.66781430310368,-2.50598675496228,-7.85787199035888,-4.53561858677533,0.775139469865078,-5.1689054499862,-6.4784020892778,-7.85070722160828,-8.06337448149633,-3.67410280393554,-6.98450924332907,-6.75906599672041,-5.34793355202744,0.695243828054487
"85",-1.16,-4.90590162669022,-5.64493462759891,-2.58358475807377,-7.88659374732421,-4.31632083569148,0.762384282620803,-5.18413942672767,-6.49009476110863,-7.82633672668066,-8.02304910686562,-3.77839185140181,-7.0181507234473,-6.76544684539989,-5.35850467341457,0.69180780719159
"86",-1.15,-5.04653415635499,-5.62433379960829,-2.66245151317528,-7.90624587902998,-4.09770725834701,0.754517108944252,-5.19162272919441,-6.49924568440511,-7.80214032225333,-7.9758466416825,-3.88561180188981,-7.04483614785157,-6.76629951619207,-5.36525833392616,0.688884821940624
"87",-1.14,-5.17348045648235,-5.60616547462189,-2.74181807872864,-7.9170839168646,-3.88130946214913,0.750420791307378,-5.19171696997786,-6.50573201905784,-7.77838683376931,-7.92263744121092,-3.9952660888806,-7.06434063984506,-6.76168730064495,-5.36840029930198,0.686408909694659
"88",-1.13,-5.28660478798272,-5.59054234152836,-2.82091159671367,-7.91942608613743,-3.66862834240542,0.748943879180308,-5.18488629409738,-6.50946602939122,-7.75529988008898,-7.86435134927813,-4.10679780637007,-7.07650674755123,-6.75174351965733,-5.36817083861705,0.684303263778763
"89",-1.12,-5.38596412878535,-5.57753595750222,-2.89896357627393,-7.91364401856464,-3.46112087103669,0.748915350627927,-5.17168828575589,-6.51039574059479,-7.73305495303176,-7.80196505407425,-4.21959677494458,-7.08124488194768,-6.73666918944142,-5.36484062164041,0.682482058050063
"90",-1.11,-5.47180025247541,-5.56717715948419,-2.97521805030747,-7.90015301826056,-3.26018747123061,0.749159530995316,-5.15276356868195,-6.50850499539998,-7.71177745676988,-7.73648893556905,-4.33300750451385,-7.07853316758298,-6.71672981174306,-5.35870629700182,0.68085239841645
"91",-1.1,-5.54452945018414,-5.5594570284099,-3.04893950681685,-7.8794020534194,-3.06716009430773,0.748511028005893,-5.12882428781427,-6.50381291460816,-7.69154174158716,-7.66895357390322,-4.44633794859053,-7.06841674459401,-6.69225133381912,-5.35008581923451,0.679316346524988
"92",-1.09,-5.60473009443716,-5.55432837834794,-3.11942050849026,-7.85186364388736,-2.88329110251146,0.745829493691416,-5.10064167247255,-6.4963727791322,-7.67237115105679,-7.60039609589089,-4.55886893042673,-7.05100656605531,-6.66361533443067,-5.3393135971883,0.677772969462774
"93",-1.08,-5.65312827494624,-5.55170773227031,-3.18598893304012,-7.81802380630583,-2.70974305774567,0.740014015745083,-5.06903289487347,-6.48627035919069,-7.65423907831036,-7.53184653973591,-4.66986411384428,-7.02647773538445,-6.63125351576823,-5.32673554043619,0.676120378034886
"94",-1.07,-5.69058175970104,-5.5514777465597,-3.24801476035438,-7.77837220777514,-2.54757951247023,0.730016943038084,-5.0348474388422,-6.47362172405388,-7.63707100622745,-7.46431440885797,-4.77858039050506,-6.99506742758468,-6.59564158447267,-5.31270407879741,0.674257725004113
"95",-1.06,-5.71806254889282,-5.55349004168463,-3.30491632839685,-7.73339268725806,-2.39775688356439,0.714856965699598,-4.99895320141613,-6.45857057121992,-7.62074749366384,-7.3987755776076,-4.88427854178478,-6.95707243848768,-6.55729261215606,-5.29757322772563,0.672087143768152
"96",-1.05,-5.73663829538766,-5.5575683842875,-3.3561659959466,-7.68355429407489,-2.26111747056461,0.6936312827679,-4.96222255824421,-6.44128511957451,-7.60510805472464,-7.33615970659571,-4.98623402977658,-6.91284639797939,-6.51674997370819,-5.28169376908435,0.669515613905717
"97",-1.04,-5.74745287729828,-5.56351215499414,-3.40129515879642,-7.62930297974904,-2.13838366112786,0.665526696104081,-4.92551861839254,-6.42195462665933,-7.589955871487,-7.27733832963498,-5.08374776378945,-6.86279667979649,-6.47457996102007,-5.26540861435704,0.666456744094775
"98",-1.03,-5.75170642862668,-5.57110003689181,-3.43989857313839,-7.57105406124094,-2.0301533542759,0.62982948146419,-4.88968188779685,-6.40078559199193,-7.57506325416683,-7.22311376664722,-5.17615667676155,-6.80738104267304,-6.43136417411684,-5.24904841283568,0.662832464423228
