"time_ext","dF_405","dF_465","freeze","freeze_cut"
6,0.540291571553315,-4.05483132020822,0,0
6.01,0.539223239114147,-4.05439365474879,0,0
6.02,0.540306430032949,-4.05488283103507,0,0
6.03,0.543529460239534,-4.05627627520445,0,0
6.04,0.548857669871939,-4.05850771911073,0,0
6.05,0.556233853061493,-4.06146830717606,0,0
6.06,0.565578965311243,-4.065008416653,0,0
6.07,0.576793102457561,-4.0689401600172,0,0
6.08,0.589756740837624,-4.07304053078181,0,0
6.09,0.604332222258371,-4.07705515266599,0,0
6.1,0.620365459926928,-4.08070257754848,0,0
6.11,0.637687837721427,-4.08367905815081,0,0
6.12,0.656118279353063,-4.08566371141004,0,0
6.13,0.675465465699844,-4.08632399712415,0,0
6.14,0.695530171729571,-4.08532144030004,0,0
6.15,0.716107688224975,-4.08231751471059,0,0
6.16,0.736990293601467,-4.07697959493816,0,0
6.17,0.757969747686295,-4.06898688222608,0,0
6.18,0.778839778723702,-4.05803621764192,0,0
6.19,0.799398533319673,-4.04384770338389,0,0
6.2,0.819450952970466,-4.02617005421215,0,0
6.21,0.838811040232704,-4.00478559892342,0,0
6.22,0.857303988794814,-3.97951485512123,0,0
6.23,0.87476815750201,-3.95022061447499,0,0
6.24,0.891056869911482,-3.91681148637107,0,0
6.25,0.906040016202121,-3.87924485153499,0,0
6.26,0.919605432645228,-3.83752919032325,0,0
6.27,0.931660042046948,-3.79172575714635,0,0
6.28,0.942130746031285,-3.74194957585597,0,0
6.29,0.950965065799006,-3.68836974480499,0,0
6.3,0.958131526432348,-3.6312090534187,0,0
6.31,0.963619775511936,-3.57074292500635,0,0
6.32,0.967440436052371,-3.50729770925307,0,0
6.33,0.969624703151241,-3.4412483508031,0,0
6.34,0.970223697453807,-3.37301547173154,0,0
6.35,0.969307588830663,-3.30306191549664,0,0
6.36,0.966964501016459,-3.23188879612055,0,0
6.37,0.963299210005819,-3.16003110457285,0,0
6.38,0.958431659192125,-3.08805293654084,0,0
6.39,0.952495314180056,-3.0165424132853,0,0
6.4,0.945635378202654,-2.94610636429102,0,0
6.41,0.938006890491232,-2.87736482854051,0,0
6.42,0.929772729342768,-2.81094543448754,0,0
6.43,0.921101549147407,-2.74747772520162,0,0
6.44,0.912165683086777,-2.68758750299846,0,0
6.45,0.903139039696709,-2.63189125793263,0,0
6.46,0.894195016228279,-2.58099073018122,0,0
6.47,0.885504446100586,-2.53546765555619,0,0
6.48,0.877233602026917,-2.4958787372494,0,0
6.49,0.869542283413075,-2.46275089031619,0,0
6.5,0.862582013348998,-2.43657680221804,0,0
6.51,0.856494361770275,-2.41781083818896,0,0
6.52,0.851409407890469,-2.40686531450564,0,0
6.53,0.847444357083157,-2.4041071565644,0,0
6.54,0.84470232925342,-2.40985495213296,0,0
6.55,0.843271332551497,-2.42437640815262,0,0
6.56,0.843223428251884,-2.44788621246293,0,0
6.57,0.844614086621852,-2.48054429853795,0,0
