"","seconds","X1","X2","X3","X4","average","SE"
"48",-1.53,-5.56429184511617,-2.2233703118073,-5.95312195548768,-8.65087030702436,-5.59791360485888,1.31768074209515
"49",-1.52,-5.71389925667118,-2.01358067210682,-5.72662996825727,-8.55314113212116,-5.50181275728911,1.34082969937517
"50",-1.51,-5.85354539496023,-1.79335345862919,-5.47677130119644,-8.44990008152621,-5.39339255907802,1.36995171467679
"51",-1.5,-5.98246342627447,-1.56362444602641,-5.20542494046734,-8.34093373258629,-5.27311163633863,1.40474164528568
"52",-1.49,-6.10000028594961,-1.3254187845235,-4.91466134795862,-8.22606257673718,-5.14153574879223,1.44473702047678
"53",-1.48,-6.20562331995703,-1.07984480496889,-4.60672307382808,-8.10515071102036,-4.99933547744359,1.48934466167736
"54",-1.47,-6.29892560814802,-0.828086560162435,-4.28400353220234,-7.97811516442399,-4.8472827162342,1.53787190852673
"55",-1.46,-6.37962989667633,-0.571395145563809,-3.94902416871023,-7.84493468119955,-4.68624597303748,1.58955855478404
"56",-1.45,-6.44759108824035,-0.311078868076345,-3.60441027426412,-7.70565779050501,-4.51718450527146,1.64360662604766
"57",-1.44,-6.50279725817645,-0.0484923431648355,-3.25286572774493,-7.56040999973312,-4.34114133220483,1.69920633999097
"58",-1.43,-6.54536917461782,0.214975380028515,-2.8971469650651,-7.4093999599838,-4.15923517990955,1.75555763275425
"59",-1.42,-6.57555831716622,0.477913539392939,-2.54003647749716,-7.25292446371538,-3.97265142974646,1.81188735825152
"60",-1.41,-6.59374341040787,0.738903074087822,-2.18431613960419,-7.09137215244937,-3.7826321570934,1.86746266749733
"61",-1.4,-6.60042551041903,0.996530558722816,-1.83274067481028,-6.9252258357343,-3.5904653655602,1.92160122391317
"62",-1.39,-6.59622170532649,1.24940247380054,-1.48801157245529,-6.75506334906848,-3.39747353826243,1.97367890085737
"63",-1.38,-6.58185750455779,1.49615961925732,-1.15275175834725,-6.58155690072148,-3.2050016360923,2.02313551451268
"64",-1.37,-6.55815800948811,1.73549147285756,-0.829481304251613,-6.40547087853063,-3.0144046798532,2.06947902550171
"65",-1.36,-6.52603797351932,1.96615028104348,-0.520594449750086,-6.22765810411384,-2.82703506158494,2.11228852283857
"66",-1.35,-6.48649087262191,2.18696466297061,-0.228338196759969,-6.04905454053422,-2.64422973673637,2.151216203329
"67",-1.34,-6.44057711835617,2.39685251464586,0.0452072800588633,-5.87067249071252,-2.46729745359099,2.18598848517572
"68",-1.33,-6.3894115559702,2.59483300236489,0.298146191543529,-5.69359235137116,-2.29750617835824,2.21640634057466
"69",-1.32,-6.33415040148093,2.78003744447334,0.528782476692006,-5.5189530132935,-2.13607087340227,2.24234489740581
"70",-1.31,-6.2759777795891,2.9517188878071,0.735632776083827,-5.347941020373,-1.98414178401779,2.26375233747034
"71",-1.3,-6.21609203115651,3.10926020196167,0.917436918513724,-5.18177861712265,-1.84279338195094,2.280648107545
"72",-1.29,-6.155691961934,3.25218054232658,1.07316583492359,-5.02171082944639,-1.71301410353256,2.29312045581138
"73",-1.28,-6.09596320129421,3.38014004960638,1.20202684786391,-4.86899174091309,-1.59569701118425,2.30132330440087
"74",-1.27,-6.03806483647668,3.49294267340077,1.30346631572159,-4.72487014076468,-1.49163149702975,2.3054724693062
"75",-1.26,-5.98311648984557,3.59053703959685,1.37716963964248,-4.59057473143516,-1.40149613551035,2.30584124333581
"76",-1.25,-5.93218599411007,3.67301531557995,1.42305867822128,-4.46729909636578,-1.32585277416866,2.30275536188297
"77",-1.24,-5.88627780702496,3.74061005624908,1.44128665870529,-4.35618663058484,-1.26514193066386,2.29658737384659
"78",-1.23,-5.84632229858231,3.79368904313755,1.43223071074403,-4.25831563922657,-1.21967954598182,2.28775044325674
"79",-1.22,-5.8131660337875,3.83274816186237,1.39648216809031,-4.17468480960286,-1.18965512835942,2.27669160948213
"80",-1.21,-5.78756316505829,3.85840239797649,1.33483481148019,-4.1061992616421,-1.17513130431093,2.26388453907242
"81",-1.2,-5.77016803042516,3.87137507214362,1.24827124660598,-4.05365738307025,-1.17604477368645,2.24982180950177
"82",-1.19,-5.76152903897632,3.87248546827006,1.13794763040155,-4.01773864129871,-1.19220864540085,2.23500677388193
"83",-1.18,-5.76208390665678,3.86263503126645,1.00517698223483,-3.99899254964374,-1.22331611069981,2.2199450684467
"84",-1.17,-5.77215628281889,3.84279234166437,0.851411323237692,-3.99782895357257,-1.26894539287235,2.20513584383957
"85",-1.16,-5.79195378894273,3.81397709973687,0.678222898605589,-4.01450979003712,-1.32856589515935,2.19106282836169
"86",-1.15,-5.8215674733093,3.77724337806562,0.487284750392858,-4.0491424568352,-1.40154545042151,2.1781853657107
"87",-1.14,-5.86097266745937,3.73366242685027,0.280350908028017,-4.10167490795766,-1.48715856013469,2.1669296073141
"88",-1.13,-5.910031212411,3.68430532374716,0.0592364616884176,-4.17189256287358,-1.58459549746225,2.15768007364597
"89",-1.12,-5.96849500627776,3.6302257610052,-0.174202223693744,-4.25941709465199,-1.69297214090457,2.15077182729956
"90",-1.11,-6.03601080181007,3.57244326386973,-0.418086910887579,-4.36370714392329,-1.8113403981878,2.14648351619748
"91",-1.1,-6.11212616988377,3.51192713425344,-0.670536277222241,-4.48406097778215,-1.93869907265868,2.14503154380677
"92",-1.09,-6.19629653751085,3.44958141397295,-0.929683870848902,-4.61962108988314,-2.07400502106748,2.14656560029725
"93",-1.08,-6.28789319291289,3.38623115204046,-1.1936950448361,-4.76938071202321,-2.21618444943294,2.15116573825258
"94",-1.07,-6.3862121353028,3.32261023429196,-1.46078269962575,-4.93219218369217,-2.36414419608219,2.15884110344405
"95",-1.06,-6.49048364084046,3.25935101093629,-1.72922168292217,-5.1067771000633,-2.51678285322241,2.16953034782936
"96",-1.05,-6.59988240698306,3.19697593492215,-1.99736171876701,-5.29173813086492,-2.67300158042321,2.18310366603645
"97",-1.04,-6.71353812977239,3.13589139119372,-2.26363876227474,-5.48557238359573,-2.83171447111229,2.19936631925699
