Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Num Annotations,Num Detections,Num A,Num ABC,Num AC,Num C,Num N,Area um^2,Perimeter µm,Max length µm
IL5 left,mPFC,Image,Polygon,3232.2,1424.9,0,447,72,7,4,13,351,101272.5,1475.1,624.41
IL6 left,mPFC,Image,Polygon,2999.3,1435.4,0,569,119,2,2,4,442,120788.4,1739.3,799.09
IL23 left,mPFC,Image,Polygon,3418.1,1470.9,0,275,37,0,3,1,234,62163.8,1234.4,518.39
PL23 left,mPFC,Image,Polygon,3416.2,809.77,0,413,62,3,0,6,342,101864.1,1957.3,888.95
PL5 left,mPFC,Image,Polygon,3180.5,909.85,0,982,150,7,1,1,823,222828,NaN,866.05
,,,,,,,,,,,,,,,
AC23 left,mPFC,Image,Polygon,3341.4,241.4,0,180,26,0,0,4,150,42868.7,1039.1,390.99
AC5 left,mPFC,Image,Polygon,3135.9,484.97,0,638,64,15,1,5,553,153122.2,1744.5,720.54
AC6 left,mPFC,Image,Polygon,2813.3,877.56,0,190,30,3,0,2,155,41008.2,1083.5,495.41
IL23 right,mPFC,Image,Polygon,3835.7,1669.6,0,335,52,2,1,2,278,76049.1,1913.6,863.13
IL5 right,mPFC,Image,Polygon,4010.9,1597.6,0,956,198,7,16,24,711,206820.2,2249.7,912.72
IL6 right,mPFC,Image,Polygon,4283.9,1654.5,0,1297,209,0,4,17,1067,255595.2,2347.4,1001.3
PL23 right,mPFC,Image,Polygon,3826.1,806.99,0,332,46,0,1,4,281,86454.5,1948.9,907.49
AC5 right,mPFC,Image,Polygon,4058,940.97,0,1055,167,6,4,6,872,240792.4,2172.4,898.82
PL6 right,mPFC,Image,Polygon,4414,1137.1,0,352,48,2,2,5,295,73151.8,NaN,460.86
AC23 right,mPFC,Image,Polygon,3919.8,250.91,0,146,13,6,1,3,123,37038.4,940.45,388.44
AC5 right,mPFC,Image,Polygon,4110.6,517.37,0,611,73,12,1,3,522,144015.7,1788.4,777.8
AC6 right,mPFC,Image,Polygon,4447.1,947.27,0,225,23,4,0,1,197,46515.6,1224.9,577.82
