Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Num Annotations,Num Detections,Num A,Num ABC,Num AC,Num C,Num N,Area um^2,Perimeter µm,Max length µm
IL6 left,mPFC,Image,Polygon,2795.8,2150.3,0,1643,293,9,0,0,1332,303765.8,2601.9,1167.7
PL23 left,mPFC,Image,Polygon,3320,1463.1,0,398,65,0,5,7,321,103034,2389,1145.6
PL5 left,mPFC,Image,Polygon,3113.6,1491.4,0,1178,268,14,8,10,878,278161.6,2446.1,1039.7
PL6 left,mPFC,Image,Polygon,2817.4,1535.8,0,469,68,8,0,0,385,96510.9,1463.5,574.25
AC5 left,mPFC,Image,Polygon,3075.8,926.61,0,429,79,8,1,8,333,100884.6,1445.4,629.87
AC23 left,mPFC,Image,Polygon,3231.3,736.85,0,148,36,3,3,7,99,38627.5,1022.8,445.59
AC6 left,mPFC,Image,Polygon,2759.5,1333.8,0,203,21,2,1,2,177,40081.1,1265.4,602.6
IL23 right,mPFC,Image,Polygon,3573.9,2360.3,0,243,32,4,0,5,202,58410.2,NaN,734.8
IL5 right,mPFC,Image,Polygon,3762.3,2282.6,0,1059,272,8,15,15,749,240115.2,2352.6,1009.6
PL5 right,mPFC,Image,Polygon,3784.7,1474,0,828,204,9,6,13,596,201214.6,2296.3,1043.1
IL6 right,mPFC,Image,Polygon,4040.7,2088,0,1229,320,2,0,0,887,256253,2619.5,1224.4
AC23 right,mPFC,Image,Polygon,3772.9,757.66,0,116,40,7,2,0,67,31280,905.8,385.97
AC5 right,mPFC,Image,Polygon,3874.1,935.7,0,320,88,5,5,4,218,76472.5,NaN,528.27
AC6 right,mPFC,Image,Polygon,4065.4,1274.9,0,163,45,0,1,1,116,36701.7,NaN,534.09
