Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Num Annotations,Num Detections,Num A,Num ABC,Num AC,Num C,Num N,Area um^2,Perimeter µm,Max length µm
IL23 left,mPFC,Image,Polygon,3099.8,1706.4,0,545,71,10,1,9,454,115370.5,2025.4,897.67
IL5 left,mPFC,Image,Polygon,2864.6,1663.6,0,1311,258,22,17,39,975,277963.5,2406.2,986.46
IL6 left,mPFC,Image,Polygon,2593.2,1637.7,0,706,151,2,0,0,545,139330.7,2238.8,1007.2
PL23 left,mPFC,Image,Polygon,3063.2,851.85,0,439,85,0,5,9,340,99568.3,1919.9,889.4
PL5 left,mPFC,Image,Polygon,2803.1,979.64,0,1095,265,12,18,24,776,254478.6,2197.4,897.68
AC23 left,mPFC,Image,Polygon,2954.8,301.04,0,184,38,0,2,1,143,42983.9,1021.3,412.9
AC5 left,mPFC,Image,Polygon,2755.2,559.5,0,640,155,1,10,15,459,148506.9,1832.1,779.29
AC6 left,mPFC,Image,Polygon,2436.3,1006.2,0,88,12,5,3,2,66,17266.9,933.24,448.25
IL23 right,mPFC,Image,Polygon,3409.7,1702.8,0,425,62,3,3,9,348,90829,1989,893.84
IL5 right,mPFC,Image,Polygon,3615.2,1652.3,0,1242,239,5,20,42,936,259928.4,2355.5,958.44
PL5 right,mPFC,Image,Polygon,3651.7,955.2,0,965,268,10,5,12,670,223998.2,2094.2,860.29
PL6 right,mPFC,Image,Polygon,3986.4,1144,0,340,89,5,0,2,244,70669.4,1191.4,469.37
AC5 right,mPFC,Image,Polygon,3709.7,557.77,0,443,102,6,6,1,328,100165.9,1553.3,684.53
AC6 right,mPFC,Image,Polygon,3996.4,967.19,0,105,29,0,0,0,76,25107.4,1094.7,522.07
AC23 right,mPFC,Image,Polygon,3537.6,310.52,0,132,36,1,3,4,88,32697.5,838.52,336.16
