Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Num Annotations,Num Detections,Num A,Num ABC,Num AC,Num C,Num N,Area um^2,Perimeter µm,Max length µm
IL23 left,mPFC,Image,Polygon,3459.2,2306.5,0,367,53,5,0,0,307,78483.4,NaN,716.3
IL5 left,mPFC,Image,Polygon,3272.3,2321.7,0,853,222,12,15,15,589,180677.6,1886.4,750.21
PL23 left,mPFC,Image,Polygon,3375.1,1455.2,0,455,100,0,3,9,343,118897.7,2299.1,1065.6
PL5 left,mPFC,Image,Polygon,3177.7,1577.4,0,1111,378,4,12,8,709,257767.6,2404.8,1039.7
PL6 left,mPFC,Image,Polygon,2867.5,1819.5,0,817,289,3,0,2,523,168841.8,1862.6,744.67
AC23 left,mPFC,Image,Polygon,3230.6,805.79,0,135,30,6,1,0,98,38382.9,1029.8,400.09
AC5 left,mPFC,Image,Polygon,3080.9,1022,0,566,190,4,8,4,360,129873.9,1601.6,681.53
AC6 left,mPFC,Image,Polygon,2838.1,1478.6,0,274,94,0,0,1,179,59552.3,1746.3,845.89
IL23 right,mPFC,Image,Polygon,3771.3,2292.9,0,350,67,0,0,0,283,75730.8,1636.7,729
IL5 right,mPFC,Image,Polygon,3975.6,2294.8,0,1007,299,5,12,12,679,216099.4,2044.2,790.26
PL5 right,mPFC,Image,Polygon,3956.3,1549.6,0,1306,464,18,13,6,805,295358.4,2496.8,1080.2
PL6 right,mPFC,Image,Polygon,4299.4,1751.2,0,589,188,9,1,0,391,116845.6,1512,614.78
AC23 right,mPFC,Image,Polygon,3790.3,772.53,0,123,27,3,3,4,86,33054.6,990.06,397.16
AC6 right,mPFC,Image,Polygon,4283.8,1428.6,0,221,74,0,2,1,144,45016.4,1462.3,707.12
AC5 right,mPFC,Image,Polygon,3980,1009.6,0,692,237,5,5,2,443,157129.9,1803,770.66
