Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Num Annotations,Num Detections,Num A,Num ABC,Num AC,Num C,Num N,Area um^2,Perimeter µm,Max length µm
AC23 left,mPFC,Image,Polygon,3707.7,1033.5,0,126,11,0,0,2,113,31402.2,871.64,343.58
AC5 left,mPFC,Image,Polygon,3531.1,1231,0,462,34,0,0,3,425,114276.6,1470.7,606.4
AC6 left,mPFC,Image,Polygon,3215.8,1619.4,0,248,27,0,0,1,220,54764.9,1333.4,619.42
PL5 left,mPFC,Image,Polygon,3601.5,1656,0,946,83,8,2,12,841,230099.6,2079.6,836.55
PL6 left,mPFC,Image,Polygon,3274.5,1820.9,0,448,34,7,0,4,404,98879.4,1384.5,534.67
IL5 right,mPFC,Image,Polygon,4351.2,2354.8,0,786,70,6,8,28,674,180515.6,2157.4,934.25
PL23 right,mPFC,Image,Polygon,4212.8,1567.9,0,417,28,7,3,12,367,98015.7,1942.5,889.47
PL5 right,mPFC,Image,Polygon,4417.4,1659.6,0,829,76,17,4,16,716,196919.7,1977.2,815.98
PL6 right,mPFC,Image,Polygon,4721.9,1823.1,0,400,43,1,2,8,346,89516.2,1306.7,495.92
AC23 right,mPFC,Image,Polygon,4289.1,1031.7,0,120,6,3,0,2,109,30469.3,862.42,343.48
AC6 right,mPFC,Image,Polygon,4767.9,1623,0,219,12,0,0,4,203,47112.7,1263.3,590.01
AC5 right,mPFC,Image,Polygon,4469.5,1244.6,0,454,43,0,7,14,390,108071.9,1475,636.18
