Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Num Annotations,Num Detections,Num A,Num ABC,Num AC,Num C,Num N,Area um^2,Perimeter µm,Max length µm
IL23 left,mPFC,Image,Polygon,3286.5,2047.6,0,263,17,2,1,0,243,56208.2,1360,626.19
IL5 left,mPFC,Image,Polygon,3080.1,2020.5,0,1052,160,0,10,18,864,238588.2,2178.9,924.63
PL23 left,mPFC,Image,Polygon,3438,1242.6,0,332,56,0,3,7,266,75604.1,1804.4,845.83
PL5 left,mPFC,Image,Polygon,3208.4,1241.6,0,942,122,2,1,15,802,218070.9,NaN,750.75
PL6 left,mPFC,Image,Polygon,2816.6,1315.6,0,589,97,2,2,5,483,121449.2,1513.3,534.49
AC23 left,mPFC,Image,Polygon,3470.7,705.6,0,138,22,3,1,3,109,32907.1,896.98,376.4
AC5 left,mPFC,Image,Polygon,3245.5,837.18,0,496,59,5,5,11,416,115102.3,1484.1,613.88
AC6 left,mPFC,Image,Polygon,2819.8,1100.3,0,200,23,0,1,3,173,42380,1263.3,585.67
IL23 right,mPFC,Image,Polygon,3602.8,2112.5,0,279,20,0,1,8,250,62492.8,1428.3,636.74
PL23 right,mPFC,Image,Polygon,3821.1,1367.6,0,427,40,3,5,11,368,106897.4,2190.5,1019.4
IL5 right,mPFC,Image,Polygon,3800.2,2150.9,0,800,127,13,11,29,620,174451.6,1792,742.6
PL5 right,mPFC,Image,Polygon,4007.3,1540.9,0,1087,189,1,10,21,866,248557.3,2312.3,970.29
AC23 right,mPFC,Image,Polygon,4022.3,783.96,0,139,11,4,0,1,223,35893.8,888.05,355.84
PL6 right,mPFC,Image,Polygon,4294.6,1828,0,428,89,4,1,3,331,89664.2,1347.7,503.1
AC5 right,mPFC,Image,Polygon,4161.3,1126.2,0,570,97,12,8,9,444,133723.1,1803.5,805.95
AC6 right,mPFC,Image,Polygon,4371.2,1641.3,0,187,28,1,0,1,157,39592.1,1262,592.4
