Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Num Annotations,Num Detections,Num A,Num ABC,Num AC,Num C,Num N,Area um^2,Perimeter µm,Max length µm
IL23 left,mPFC,Image,Polygon,3512,1863.3,0,301,61,0,4,8,228,61532.8,NaN,667.19
IL5 left,mPFC,Image,Polygon,3334.7,1856.4,0,849,242,0,10,14,583,171384.8,1843.8,745.97
IL6 left,mPFC,Image,Polygon,3048.5,1965.9,0,1626,422,0,0,0,1203,301906.7,2614.2,1055.3
PL23 left,mPFC,Image,Polygon,3534.8,1070.7,0,446,131,5,4,8,298,117990.4,2188.7,1018.7
PL5 left,mPFC,Image,Polygon,3318.6,1153.2,0,1064,351,3,10,7,693,238329.7,2271.2,956.89
AC23 left,mPFC,Image,Polygon,3488.2,436.26,0,129,22,1,1,2,103,37155.5,939.64,393.07
AC5 left,mPFC,Image,Polygon,3298.2,663.32,0,516,160,2,5,6,341,119310.2,1646.1,735.1
AC6 left,mPFC,Image,Polygon,2965.6,1116.2,0,208,53,0,0,1,154,43532.4,1506.8,727.48
IL23 right,mPFC,Image,Polygon,3878.6,1986.4,0,408,59,5,1,3,340,79383.3,1963.1,885.52
PL23 right,mPFC,Image,Polygon,3921.4,1062.6,0,462,145,1,5,3,308,110836.2,2264.1,1063.8
IL5 right,mPFC,Image,Polygon,4071.7,1992.7,0,1284,306,4,0,3,971,259366.9,2381.2,957.17
IL6 right,mPFC,Image,Polygon,4360.5,2017.6,0,1386,235,2,0,1,1148,247586.5,2404,1001.9
PL5 right,mPFC,Image,Polygon,4155,1213,0,1256,428,3,13,9,803,279036.3,2368.6,1002
PL6 right,mPFC,Image,Polygon,4491.5,1445.8,0,462,135,3,1,0,323,90042.9,1318.2,508.43
AC23 right,mPFC,Image,Polygon,4027.9,433.79,0,164,47,1,7,1,108,39726.2,1025.3,407.92
AC5 right,mPFC,Image,Polygon,4225.1,729.7,0,746,200,4,11,9,522,169005.4,1919.1,831.31
AC6 right,mPFC,Image,Polygon,4521.9,1213.1,0,197,39,5,2,1,149,38411.3,1250.4,592.6
