Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Num Annotations,Num Detections,Num A,Num ABC,Num AC,Num C,Num N,Area um^2,Perimeter µm,Max length µm
IL23 left,mPFC,Image,Polygon,3131.2,2414.5,0,477,66,1,2,9,399,102058.2,1870.2,830.87
IL5 left,mPFC,Image,Polygon,2931.6,2421.3,0,1139,240,3,5,13,878,224662.9,2195.7,878
IL6 left,mPFC,Image,Polygon,2667.5,2412.2,0,1092,202,0,0,0,890,200154.2,NaN,892.12
PL5 left,mPFC,Image,Polygon,2925.4,1638.8,0,1017,287,0,5,5,720,229826.7,2229.2,955.04
PL6 left,mPFC,Image,Polygon,2614.5,1820,0,605,148,0,2,3,452,124947.4,1545.1,610.8
AC23 left,mPFC,Image,Polygon,3112.3,907.76,0,182,30,0,2,1,149,41715.8,993.81,420.08
AC5 left,mPFC,Image,Polygon,2914,1125.1,0,525,103,4,8,10,400,119594.1,1637.7,741.77
AC6 left,mPFC,Image,Polygon,2615.6,1531.7,0,194,29,3,2,3,157,41377.6,1423.9,687.02
IL23 right,mPFC,Image,Polygon,3501.2,2408.1,0,408,62,1,4,8,333,86627.4,1809.8,818.89
IL5 right,mPFC,Image,Polygon,3677.8,2418.1,0,978,195,3,6,10,764,198584.4,2115.1,860.18
PL5 right,mPFC,Image,Polygon,3687.6,1635.9,0,970,292,0,9,4,665,213128.8,NaN,955.59
PL6 right,mPFC,Image,Polygon,3989.1,1829.6,0,703,187,11,5,1,499,136550.6,1673.5,669.46
AC23 right,mPFC,Image,Polygon,3567.3,904.39,0,130,34,3,0,3,90,31825.7,912.43,388.83
AC6 right,mPFC,Image,Polygon,3991.3,1550.3,0,224,57,5,0,1,161,44938.6,NaN,794.17
AC5 right,mPFC,Image,Polygon,3713.3,1123.4,0,409,98,2,3,3,303,95328.3,1456.6,650.37
