Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Num Annotations,Num Detections,Num A,Num ABC,Num AC,Num C,Num N,Area um^2,Perimeter µm,Max length µm
IL23 left,mPFC,Image,Polygon,3766.8,2286.9,0,427,44,1,1,7,374,94806.7,1724.7,773.33
IL6 left,mPFC,Image,Polygon,3246.1,2067.6,0,1071,116,3,0,0,152,211600.8,2437.8,1138.5
PL5 left,mPFC,Image,Polygon,3505.8,1449.4,0,1263,206,9,11,20,1017,290632.2,NaN,927.88
PL6 left,mPFC,Image,Polygon,3152.1,1503.3,0,520,67,1,0,5,447,106873,NaN,497.59
PL23 left,mPFC,Image,Polygon,3759.8,1432.5,0,585,92,0,1,9,483,139013.2,2288.9,1062.7
AC23 left,mPFC,Image,Polygon,3651.4,775.06,0,173,30,1,2,1,139,44061.4,1044,411.97
AC5 left,mPFC,Image,Polygon,3443.1,946.49,0,554,75,0,7,5,467,134193.7,1535.8,616.01
AC6 left,mPFC,Image,Polygon,3145.6,1235.4,0,160,25,0,0,2,133,38889.7,1132.5,524.64
IL23 right,mPFC,Image,Polygon,4052.1,2289.6,0,400,22,0,1,1,376,93413.5,1750.7,790.62
PL23 right,mPFC,Image,Polygon,4105.6,1442.3,0,485,47,4,2,8,424,120332.8,2401.3,1124.7
IL5 right,mPFC,Image,Polygon,4254.4,2199.2,0,882,97,15,6,24,740,199902.3,NaN,1033.1
IL6 right,mPFC,Image,Polygon,4515.2,2065.4,0,832,92,1,0,2,737,177831.7,2474.2,1183
PL5 right,mPFC,Image,Polygon,4322.3,1471.9,0,1027,146,5,13,10,853,240917.6,2240,929.5
PL6 right,mPFC,Image,Polygon,4627.6,1536.2,0,344,51,0,2,5,286,71589.5,1175.3,428.15
AC23 right,mPFC,Image,Polygon,4154.1,788.62,0,124,23,2,0,3,96,29036.4,827.73,353.62
AC5 right,mPFC,Image,Polygon,4356.7,998.95,0,425,92,3,4,8,318,101671.3,1515.3,683.06
AC6 right,mPFC,Image,Polygon,4634.5,1315.7,0,126,18,7,0,4,97,28849,1039.5,489.37
