Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Num Annotations,Num Detections,Num A,Num ABC,Num AC,Num C,Num N,Area um^2,Perimeter µm,Max length µm
IL23 left,mPFC,Image,Polygon,3126.6,1777.1,0,509,50,0,3,8,448,115923.6,2030.7,924.39
IL5 left,mPFC,Image,Polygon,2919.2,1668.2,0,948,226,3,9,28,682,206781.8,2395.2,1068.8
IL6 left,mPFC,Image,Polygon,2701.8,1650,0,695,182,1,1,4,507,145513.6,2585.7,1204.9
PL23 left,mPFC,Image,Polygon,3090.9,938.83,0,454,120,2,5,11,316,110062.1,NaN,905.83
PL5 left,mPFC,Image,Polygon,2834.2,993.02,0,1080,298,8,14,8,752,248650.9,2114.1,808.49
PL6 left,mPFC,Image,Polygon,2476,1113,0,410,74,2,3,4,327,84433.2,1216.6,413.64
AC23 left,mPFC,Image,Polygon,3023,368.43,0,177,48,9,3,5,112,40460.4,951.08,378.18
AC5 left,mPFC,Image,Polygon,2779.1,577.03,0,618,162,8,3,4,441,146057.6,1682.5,703.08
AC6 left,mPFC,Image,Polygon,2423.6,910.42,0,190,43,1,2,1,143,40167.9,996.89,438.05
IL23 right,mPFC,Image,Polygon,3472.5,1781.3,0,477,78,2,0,0,396,96562.2,1947.7,886.92
PL23 right,mPFC,Image,Polygon,3478.9,943.61,0,426,93,2,3,3,325,104417.2,2030,939.32
IL5 right,mPFC,Image,Polygon,3637,1702.5,0,845,209,8,12,22,594,169195.6,2219.3,987.59
PL5 right,mPFC,Image,Polygon,3697.9,1010,0,881,259,8,2,4,608,207629.3,2007.5,795.27
IL6 right,mPFC,Image,Polygon,3846.5,1634.3,0,727,205,3,9,3,507,142154.8,2484.2,1143.5
PL6 right,mPFC,Image,Polygon,4010.6,1142,0,382,103,0,0,1,278,76078.2,NaN,404.24
AC23 right,mPFC,Image,Polygon,3536,359.63,0,123,47,0,2,0,74,31941.1,912.27,371.6
AC5 right,mPFC,Image,Polygon,3744.3,591.91,0,575,173,9,7,7,378,130642.5,1619.3,694.34
AC6 right,mPFC,Image,Polygon,4071.6,960.16,0,188,45,0,0,0,143,39187.4,1058.5,478.16
