Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Num Annotations,Num Detections,Num A,Num ABC,Num AC,Num C,Num N,Area um^2,Perimeter µm,Max length µm
PL23 left,mPFC,Image,Polygon,3197.7,1092.2,0,274,45,1,1,5,222,75533.4,1781.9,823.88
PL5 left,mPFC,Image,Polygon,3026.2,1193.8,0,730,170,0,8,6,546,176875.2,1885.2,766.17
PL6 left,mPFC,Image,Polygon,2761.6,1394.3,0,450,65,7,0,0,373,89177.5,1365.1,540.77
AC23 left,mPFC,Image,Polygon,3033.5,546.3,0,146,27,4,0,5,110,34242.7,NaN,419.11
AC5 left,mPFC,Image,Polygon,2912.1,759.36,0,469,129,5,4,5,326,106402.9,1499.4,665.79
AC6 left,mPFC,Image,Polygon,2694.4,1210.8,0,231,24,1,0,0,206,46268,1388.9,664.64
PL23 right,mPFC,Image,Polygon,3559.4,1064.9,0,294,63,4,10,9,208,76565,1810.3,845.67
PL5 right,mPFC,Image,Polygon,3756.7,1143.8,0,753,182,4,4,11,552,178684.1,1959.8,832.66
PL6 right,mPFC,Image,Polygon,4088.8,1305.6,0,421,70,0,3,3,345,90659.3,1359.2,540.32
AC23 right,mPFC,Image,Polygon,3576.7,497.77,0,128,34,1,2,4,87,31145.3,894.01,382.87
AC5 right,mPFC,Image,Polygon,3762.1,719.47,0,505,120,2,3,2,378,119536.6,1603.7,712.58
AC6 right,mPFC,Image,Polygon,4103.7,1105,0,215,34,1,2,0,178,50155.4,1369.3,643.86
