Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Num Annotations,Num Detections,Num A,Num ABC,Num AC,Num C,Num N,Area um^2,Perimeter µm,Max length µm
IL23 left,mPFC,Image,Polygon,4219.3,1550.9,0,261,36,1,1,2,219,63980.6,1753.3,824.54
IL5 left,mPFC,Image,Polygon,4010.5,1651.6,0,1328,267,14,7,18,1022,278824.1,NaN,945.73
PL5 left,mPFC,Image,Polygon,4014.8,944.48,0,939,156,9,2,2,770,208153,1971.9,828.7
AC5 left,mPFC,Image,Polygon,3974.2,557.34,0,439,37,5,0,4,393,101830.4,1491.8,640.2
IL23 right,mPFC,Image,Polygon,4506.9,1755.8,0,437,72,9,3,4,249,105736.8,2318.5,1055.6
IL5 right,mPFC,Image,Polygon,4713.7,1726.3,0,1477,277,4,8,20,1168,314540.5,2635.6,1071
IL6 right,mPFC,Image,Polygon,5011.7,1739.1,0,1383,300,0,5,5,1073,253108.8,2630.6,1099.6
PL23 right,mPFC,Image,Polygon,4527.9,854.16,0,323,56,0,1,2,264,78920.8,NaN,861.4
PL5 right,mPFC,Image,Polygon,4756.7,980.35,0,949,124,2,4,3,816,212163.3,2039.4,858.66
PL6 right,mPFC,Image,Polygon,5119.9,1180.3,0,393,59,11,2,4,317,76786.5,1241.4,502.1
AC23 right,mPFC,Image,Polygon,4619.7,335.97,0,128,10,0,1,4,113,31942.9,873.62,347.72
AC5 right,mPFC,Image,Polygon,4810,575.96,0,614,74,3,0,0,537,137669.3,1696.8,729.66
AC6 right,mPFC,Image,Polygon,5114.9,970.42,0,219,27,13,2,1,176,44739.7,NaN,617.77
